rtu_name,scans_good,scans_bad,bytes_transmited,bytes_recived,scan_type_idle,scan_type_command,scan_type_init,tipo_evento
MONTALVO,347161,0,261108,9848087,0,2,1,1
MONTALVO,346735,0,260800,9834317,0,3,1,1
PUNO_N,346246,0,260828,11596204,0,3,2,1
MONTALVO,345837,0,260122,9770359,0,3,1,1
PUNO_N,345480,0,260368,11418943,0,3,1,1
MONTALVO,345393,0,259846,9772107,0,3,1,1
MONTALVO,343840,0,258652,9722319,0,3,1,1
PUNO_N,343678,0,258912,11626239,0,2,1,1
MONTALVO,343579,0,258448,9750374,0,3,1,1
PUNO_N,342189,0,257858,11344073,0,4,1,1
LA_BREA,340757,0,256862,9836718,0,1,35,1
MONTALVO,340754,0,256328,9771750,0,3,2,1
MONTALVO,340432,0,256048,9608687,0,3,1,1
MONTALVO,339715,0,255514,9798657,0,3,1,1
PUNO_N,338659,2,255366,11213691,0,16,1,1
MONTALVO,338217,3,254312,9691326,0,2,20,1
MONTALVO,337316,0,253762,9617421,0,3,1,1
MONTALVO,336440,7,253526,9819762,0,7,42,1
MONTALVO,335055,1,252042,9672192,0,3,21,1
MONTALVO,335055,1,252042,9672192,0,3,21,1
MONTALVO,332694,8,253192,9980036,0,10,161,2
INDEPE_N,328602,0,246562,14399956,0,3,1,1
MONTALVO,323080,0,243082,9154684,0,3,1,1
LA_BREA,314649,0,236982,8905451,0,9,18,1
MONTALVO,313253,11,236558,9453182,0,5,73,1
LA_BREA,301944,0,227446,8605505,0,4,21,1
LA_BREA,299822,0,225832,8485742,0,13,16,1
LA_BREA,297689,0,224140,8418363,0,24,8,1
INDEPE_N,294154,0,220924,12987509,0,15,1,1
LA_BREA,290656,0,218470,8486410,0,1,8,1
LA_BREA,286831,1,216190,8471011,0,25,16,1
LA_BREA,282332,0,212460,8060716,0,9,10,1
LA_BREA,278466,0,209446,7911163,0,1,11,1
LA_BREA,277245,0,208582,7861660,0,1,14,1
HUAYUCACHI,275616,2,1378220,1662934,275611,5,2,1
HUAYUCACHI,275168,22,1376270,1622182,275179,9,2,1
HUAYUCACHI,274694,39,1373985,1518410,274726,5,2,1
HUAYUCACHI,274644,36,1373705,1526736,274673,5,2,1
LA_BREA,274281,1,206530,7855977,0,10,17,1
AGUAYTIA_N,274135,3,206218,56315525,0,3,4,1
HUAYUCACHI,273720,20,1368935,1728343,273731,5,4,1
HUAYUCACHI,273714,32,1369000,1666455,273738,5,3,1
HUAYUCACHI,273465,58,1367915,1481277,273486,9,28,1
HUAYUCACHI,273209,38,1366590,1698644,273236,7,4,1
HUAYUCACHI,273054,30,1365685,1743985,273075,5,4,1
HUAYUCACHI,272736,39,1364530,1766606,272752,21,2,1
HUAYUCACHI,272636,65,1363935,1574720,272685,12,4,1
HUAYUCACHI,272590,47,1363545,1664035,272628,5,4,1
HUAYUCACHI,272517,56,1363350,1624784,272558,13,2,1
HUAYUCACHI,272403,64,1362895,1576209,272452,10,5,1
HUAYUCACHI,272297,32,1361860,1815211,272323,3,3,1
HUAYUCACHI,272239,75,1362025,1489120,272309,3,2,1
HUAYUCACHI,271992,59,1360635,1656486,272044,5,2,1
HUAYUCACHI,271984,73,1360775,1563924,272011,13,33,1
HUAYUCACHI,271819,79,1360050,1499126,271887,5,6,1
INDUSTRIALES,271720,0,204406,7632097,0,3,1,1
HUAYUCACHI,271360,72,1357715,1615711,271408,11,13,1
HUAYUCACHI,271020,48,1356195,1760036,271037,29,2,1
HUAYUCACHI,271010,58,1355775,1845437,271049,15,4,1
INDEPE220,270640,36,1353860,1699230,270638,32,6,1
INDEPE220,270585,42,1354390,1692309,270537,74,16,1
HUAYUCACHI,270309,78,1352280,1698452,270351,8,28,1
HUAYUCACHI,270255,67,1352050,1821194,270276,14,32,1
INDEPE220,270045,43,1351020,1719285,270048,36,4,1
HUAYUCACHI,269992,88,1351180,1629034,270061,15,4,1
HUAYUCACHI,269471,93,1348405,1576638,269527,9,28,1
HUAYUCACHI,269052,116,1346510,1569629,269149,5,14,1
HUAYUCACHI,268900,105,1345680,1638150,268996,3,6,1
HUAYUCACHI,268655,103,1344475,1709045,268722,13,23,1
HUAYUCACHI,268458,122,1343540,1596133,268535,8,37,1
INDEPE220,268454,43,1343390,1708891,268448,21,28,1
HUAYUCACHI,268275,119,1342790,1560465,268378,9,7,1
INDEPE220,268260,53,1342695,1762230,268251,32,30,1
HUAYUCACHI,268019,103,1341210,1751287,268076,13,33,1
INDEPE220,267446,62,1338200,1676754,267476,20,12,1
HUAYUCACHI,266850,139,1335845,1575982,266971,9,9,1
INDEPE220,266763,108,1335255,1755901,266763,69,39,1
INDEPE220,266478,67,1333235,1709920,266513,28,4,1
HUAYUCACHI,266231,125,1332310,1738321,266298,14,44,1
INDEPE220,266165,61,1332430,1723603,266144,54,28,1
HUAYUCACHI,265618,156,1329690,1593358,265734,5,35,1
INDEPE220,265415,128,1328895,1716191,265466,75,2,1
INDEPE220,263887,145,1321550,1525715,263963,67,2,1
INDEPE220,262633,104,1315540,1537293,262657,70,10,1
HUAYUCACHI,262112,209,1312745,1585564,262302,7,12,1
INDEPE220,262045,236,1312010,1692249,262113,34,134,2
INDEPE220,262037,139,1313155,1661878,262013,137,26,1
INDEPE220,262007,115,1311870,1607287,262046,64,12,1
INDEPE220,261970,141,1311910,1525379,262052,55,4,1
INDEPE220,261833,120,1310870,1618431,261902,49,2,1
LA_BREA,261815,0,197298,7418808,0,1,22,1
INDEPE220,261724,113,1310570,1665599,261768,59,10,1
INDEPE220,261568,104,1310030,1707797,261585,58,29,1
INDEPE220,261487,142,1310210,1526395,261546,65,18,1
INDEPE220,261368,132,1309105,1609897,261412,58,30,1
INDEPE220,261365,151,1308950,1596791,261463,40,13,1
INDEPE220,261259,145,1308535,1596807,261297,105,2,1
INDEPE220,260994,135,1306655,1600213,261097,28,4,1
INDEPE220,260970,131,1307225,1617908,261035,48,18,1
INDEPE220,260824,158,1306475,1633430,260911,53,18,1
INDEPE220,260600,135,1305180,1645550,260666,61,8,1
INDEPE220,260580,162,1305175,1594293,260680,48,14,1
INDEPE220,260418,152,1304565,1589191,260486,64,20,1
INDEPE220,260375,148,1304355,1681276,260449,52,22,1
INDEPE220,260316,167,1304130,1648417,260382,85,16,1
INDEPE220,260252,156,1303860,1590266,260340,58,10,1
INDUSTRIALES,260240,0,195778,7494560,0,3,1,1
INDEPE220,260178,161,1303470,1595013,260268,47,24,1
INDEPE220,260150,160,1302810,1606742,260276,30,4,1
INDEPE220,260016,183,1302760,1640444,260112,75,12,1
INDUSTRIALES,259951,0,195682,7505255,0,3,1,1
INDEPE220,259869,149,1301630,1715164,259950,49,19,1
INDEPE220,259576,158,1300350,1628064,259670,42,22,1
INDUSTRIALES,259545,0,195304,7484525,0,3,1,1
INDUSTRIALES,259339,0,195268,7395438,0,3,1,1
INDEPE220,259128,191,1297840,1574896,259279,34,6,1
INDEPE220,259003,183,1297850,1572506,259114,44,28,1
CARABAYLLO,258773,301,1297505,7319689,259045,27,2,1
CARABAYLLO,258409,346,1296225,7437288,258717,36,2,1
INDUSTRIALES,258378,0,194428,7439591,0,3,1,1
TALARA N,258251,0,194904,7025303,0,15,3,1
INDEPE220,257696,216,1291450,1585764,257846,30,36,1
CARABAYLLO,257298,349,1291710,7686903,257585,60,2,1
LA_BREA,253970,1,191440,7741497,0,16,18,1
INDEPE220,253763,330,1272265,1656358,253844,58,191,2
HUAYUCACHI,253591,304,1271180,1622580,253871,9,15,1
INDUSTRIALES,253409,0,190674,7423808,0,3,2,1
INDUSTRIALES,253233,0,190438,7417467,0,3,1,1
INDEPE220,251183,724,1261300,1562587,251319,72,516,2
INDUSTRIALES,250925,0,188788,7391001,0,3,1,1
CARABAYLLO,250767,280,1256860,8218938,251041,3,3,1
INDUSTRIALES,249681,0,187846,7365966,0,3,1,1
HUAYUCACHI,249117,403,1249590,1542003,249416,6,98,1
INDEPE220,248453,127,1244115,3170549,248541,25,14,1
INDUSTRIALES,248059,0,186574,7357620,0,3,1,1
CARABAYLLO,247964,290,1243675,8480636,248221,31,2,1
INDUSTRIALES,246810,0,185674,7343651,0,3,1,1
INDUSTRIALES,246670,0,185548,7325055,0,3,1,1
INDUSTRIALES,245308,0,184536,7310748,0,2,1,1
CARABAYLLO,244655,306,1233495,8603293,244884,75,2,1
INDUSTRIALES,243434,0,183154,7297677,0,3,1,1
CARABAYLLO,242010,321,1213640,8872720,242322,7,2,1
SOCABAYA_REP_N,241555,0,181562,6667661,0,10,1,1
CARABAYLLO,241507,330,1211815,8904363,241805,28,4,1
CARABAYLLO,241140,345,1211900,8850685,241410,71,4,1
CARABAYLLO,240864,358,1209570,8717912,241161,52,9,1
CARABAYLLO,240575,283,1206905,8895063,240819,35,4,1
CARABAYLLO,240561,792,1209990,7063345,240839,29,485,2
CARABAYLLO,240280,334,1205750,8734323,240569,43,2,1
CARABAYLLO,239691,304,1202405,8885531,239966,27,2,1
CARABAYLLO,239066,360,1199590,8907741,239409,15,2,1
HUANUCO,238605,116,1194015,3983762,238656,3,62,1
CARABAYLLO,238108,325,1198190,9337518,238354,77,2,1
CARABAYLLO,237880,298,1193020,9119816,238162,14,2,1
HUANUCO,237509,49,1188100,3765646,237535,8,15,1
TALARA N,237354,0,178934,6459611,0,3,2,1
HUANUCO,237327,169,1187955,3961720,237393,4,99,1
ZAPALLAL,237032,620,1188655,2316459,237638,10,4,1
ZAPALLAL,236964,961,1190150,2342683,237902,16,7,1
ZAPALLAL,236691,405,1185730,2457348,237090,3,3,1
ZAPALLAL,236671,587,1187165,2254654,237246,9,3,1
ZAPALLAL,236627,658,1187045,2262190,237276,6,3,1
ZAPALLAL,236491,763,1187255,2333289,237237,14,3,1
ZAPALLAL,236361,624,1185150,2445354,236979,3,3,1
HUANUCO,236341,32,1182060,3405271,236369,2,2,1
ZAPALLAL,236326,754,1186080,2404638,237065,13,2,1
ZAPALLAL,236106,598,1183830,2440298,236684,7,13,1
ZAPALLAL,236028,708,1184030,2441577,236726,3,7,1
ZAPALLAL,235956,643,1183540,2371379,236592,3,4,1
ZAPALLAL,235857,612,1183240,2266629,236452,9,8,1
ZAPALLAL,235779,610,1182275,2417053,236385,2,2,1
ZAPALLAL,235738,835,1185355,2241936,236539,25,9,1
ZAPALLAL,235632,945,1183170,2509837,236572,3,2,1
CARABAYLLO,235499,307,1181775,9194089,235789,15,2,1
CARABAYLLO,235409,320,1180980,9291392,235708,19,2,1
HUANUCO,235351,46,1177275,3481050,235389,2,6,1
HUANUCO,235135,46,1176200,3486092,235176,3,2,1
LA_BREA,235058,0,177186,7324136,0,13,18,1
ZAPALLAL,234921,696,1179000,2377931,235586,7,24,1
HUANUCO,234671,30,1173750,3643472,234696,3,2,1
ZAPALLAL,234614,725,1177875,2235601,235324,9,6,1
HUANUCO,234305,4,1171660,3832708,234304,3,2,1
HUANUCO,234208,229,1172635,3623968,234240,6,191,2
TALARA N,234025,1,176700,6375820,0,9,2,1
HUANUCO,233905,74,1170250,3551055,233971,3,5,1
HUANUCO,233748,11,1168920,3845494,233753,3,3,1
HUANUCO,233703,66,1169725,3531220,233700,5,64,1
HUANUCO,233469,82,1168275,3549930,233540,4,7,1
ZAPALLAL,233272,625,1170120,2437148,233868,7,22,1
HUANUCO,232977,70,1165375,3695039,232986,3,58,1
LA_BREA,232176,0,174734,6683632,0,6,11,1
CARABAYLLO,232132,289,1164160,9574539,232396,23,2,1
HUANUCO,232011,148,1161060,3655136,232024,15,120,2
ZAPALLAL,231907,808,1166765,2204744,232674,31,10,1
CARABAYLLO,231901,341,1163805,8888559,232213,27,2,1
HUANUCO,231512,341,1163230,2756767,231533,17,303,2
ZAPALLAL,231470,922,1162660,2480828,232373,5,14,1
HUANUCO,231133,56,1156300,4001840,231184,3,2,1
LA_BREA,231102,0,174430,6735815,0,9,27,1
HUANUCO,230894,115,1155585,3786165,230986,5,18,1
HUANUCO,230885,43,1156300,4126215,230903,7,18,1
INDEPE220,230453,968,1160125,2350456,230691,75,655,2
HUANUCO,230420,111,1153265,3768563,230520,3,8,1
ZAPALLAL,230393,732,1157000,2388402,230985,7,133,1
ZAPALLAL,230187,869,1155945,2368942,230967,3,86,1
ZAPALLAL,229604,965,1154415,2448878,230367,7,195,1
ZAPALLAL,229528,762,1153280,2392013,230285,3,2,1
HUANUCO,229368,208,1148975,3607581,229571,3,2,1
CARABAYLLO,229239,582,1152745,8618521,229523,35,263,2
ZAPALLAL,229049,622,1148690,2299031,229664,3,4,1
HUANUCO,228860,127,1145575,3948739,228979,3,5,1
ZAPALLAL,228834,649,1147800,2243751,229478,3,2,1
ZAPALLAL,228807,618,1147455,2326041,229418,3,4,1
ZAPALLAL,228796,692,1148460,2252185,229477,9,2,1
ZAPALLAL,228692,639,1147355,2305284,229321,8,2,1
ZAPALLAL,228682,600,1146710,2306555,229275,3,4,1
ZAPALLAL,228028,647,1143775,2339824,228668,3,4,1
ZAPALLAL,228002,610,1143455,2308938,228605,4,3,1
ZAPALLAL,227980,630,1143585,2328881,228601,7,2,1
HUANUCO,227696,122,1139775,4167152,227813,3,2,1
ZAPALLAL,227621,721,1142300,2260037,228333,7,2,1
ZAPALLAL,227534,726,1141875,2296465,228251,7,2,1
ZAPALLAL,227362,780,1141060,2367816,228137,3,2,1
OLLEROS,226708,933,1141375,2197667,227458,6,177,2
HUANUCO,226703,249,1135405,3935799,226941,5,6,1
HUANUCO,226569,233,1135255,3886707,226793,6,3,1
CARABAYLLO,226313,337,1145540,8815767,226590,47,13,1
HUANUCO,226024,194,1132180,4056994,226196,3,19,1
HUANUCO,225857,123,1130595,4361881,225975,3,2,1
HUANUCO,225556,98,1128830,3951794,225646,3,5,1
CARABAYLLO,224767,421,1128770,9673287,225166,20,2,1
HUANUCO,224273,402,1125400,3409421,224670,3,2,1
HUANUCO,223971,270,1122580,4063370,224235,3,3,1
HUANUCO,223769,408,1122555,3566391,223917,28,232,2
HUANUCO,223645,315,1121200,3898920,223895,9,56,1
OLLEROS,222449,486,1116545,2577467,222928,3,4,1
HUANUCO,222341,471,1118375,3624398,222801,3,8,1
HUANUCO,221879,317,1112595,3985565,222185,8,3,1
OLLEROS,221407,520,1111345,2260306,221920,3,4,1
POMACO,221406,5,1107160,8116215,221406,3,2,1
CARABAYLLO,221006,725,1111355,9031455,221335,19,377,2
HUANUCO,221001,344,1108370,4055857,221306,4,35,1
HUANUCO,220819,415,1108270,3794289,221219,3,12,1
POMACO,220702,8,1103665,8228884,220705,3,2,1
INDEPE220,220321,204,1103340,7057561,220342,34,149,2
POMACO,220229,97,1102255,7835743,220291,19,16,1
POMACO,219842,17,1099450,8251384,219854,3,2,1
HUANUCO,219248,342,1099605,4201882,219560,5,25,1
HUANUCO,218887,505,1098520,4010065,219321,8,63,1
POMACO,218814,61,1094750,8173468,218870,3,2,1
INDEPE220,218415,1402,1105200,1366448,219609,87,121,2
TALARA N,218167,10,165404,6013625,0,19,16,2
HUANUCO,218151,574,1095805,3772696,218587,4,134,1
INDEPE220,217876,1465,1096760,1322592,217908,3,1430,2
POMACO,217779,37,1089310,8452833,217804,4,8,1
POMACO,217499,32,1087820,8457767,217520,4,7,1
HUANUCO,217447,534,1092000,3929998,217870,3,108,1
POMACO,217332,27,1086935,8558018,217352,3,4,1
POMACO,217324,46,1087165,8539944,217363,5,2,1
POMACO,217302,44,1087025,8476313,217339,3,4,1
POMACO,216964,31,1085145,8564845,216987,3,5,1
POMACO,216903,0,1084650,8737484,216894,7,2,1
POMACO,216711,39,1084000,8519554,216734,10,6,1
HUANUCO,216696,562,1087500,3816333,216953,19,286,1
POMACO,216686,31,1083810,8449442,216712,3,2,1
POMACO,216544,55,1083270,8499659,216591,3,5,1
POMACO,216472,69,1083110,8431549,216532,3,6,1
POMACO,216463,97,1083285,8226049,216549,7,4,1
POMACO,216403,91,1082940,8353680,216481,2,11,1
POMACO,216351,29,1082055,8634514,216374,3,3,1
POMACO,216248,54,1081820,8502203,216291,3,8,1
POMACO,216219,74,1081900,8447601,216288,3,2,1
POMACO,216132,34,1080995,8657166,216159,3,4,1
POMACO,216010,109,1081250,8395780,216105,12,2,1
POMACO,215991,50,1080460,8556181,216034,3,4,1
POMACO,215931,70,1080300,8552262,215988,3,10,1
POMACO,215805,72,1079710,8491418,215864,2,11,1
POMACO,215710,30,1078895,8687186,215734,3,3,1
CHILCA1,215629,26,1078580,6206444,215644,9,2,1
POMACO,215527,31,1078025,8729648,215553,3,2,1
POMACO,215502,62,1078160,8631757,215552,6,6,1
POMACO,215281,14,1076570,8914623,215285,3,7,1
POMACO,215248,52,1076805,8674966,215295,3,2,1
POMACO,215081,60,1076035,8651637,215128,3,10,2
POMACO,215012,20,1075320,8102611,215026,3,3,1
POMACO,214791,32,1074310,8940725,214817,3,3,1
POMACO,214683,22,1073655,8916163,214699,3,3,1
INDEPE220,214465,1495,1083555,1333518,215401,45,514,2
POMACO,214349,100,1072730,8482041,214439,3,7,1
POMACO,214285,20,1071680,9016958,214300,3,2,1
PUCALLPA_N,214211,0,161634,43441772,0,11,1,1
POMACO,213870,121,1070475,8580743,213976,3,12,1
POMACO,213870,36,1069745,8922321,213900,3,3,1
POMACO,213767,61,1069455,8826949,213812,3,13,2
HUANUCO,213628,614,1074920,3897429,213831,7,404,1
POMACO,213612,86,1068825,8638751,213687,3,8,1
ZAPALLAL,213174,1062,1073215,2250779,214070,25,141,1
POMACO,213150,117,1066915,8617891,213251,4,12,1
POMACO,213118,15,1065780,9118743,213126,3,4,1
INDEPE60,213117,133,1067255,7487256,213243,5,2,1
LA_BREA,213001,0,160380,6075992,0,2,16,1
OLLEROS,212588,397,1066310,2541775,212980,3,2,1
CHILCA1,211551,41,1063370,6683671,211536,50,6,1
AZANGARO,211448,24,1057565,2257301,211467,3,2,1
PUCALLPA_N,211364,0,159364,43098403,0,3,1,1
CHILCA1,211344,43,1057495,6755073,211363,20,4,1
CHILCA1,211202,31,1056300,6820031,211228,3,2,1
PUCALLPA_N,211157,0,159232,42867435,0,3,1,1
CHILCA1,211128,28,1056460,6848757,211144,10,2,1
CHILCA1,211043,45,1056360,6855434,211071,15,2,1
ZAPALLAL,210877,1437,1063230,2281216,212184,5,125,1
PUCALLPA_N,210839,0,159030,42941584,0,5,1,1
PUCALLPA_N,210779,0,158950,43367735,0,3,1,1
OLLEROS,210774,470,1057950,2608248,211239,3,2,1
HUANUCO,210621,703,1060090,3918139,211307,3,14,1
CHILCA1,210616,38,1053550,6933049,210638,9,7,1
PUCALLPA_N,210403,0,158872,43055205,0,17,2,1
CHILCA1,210366,28,1052125,6916825,210389,3,2,1
AZANGARO,210311,28,1051975,2115134,210332,3,4,1
CHILCA1,210216,32,1051375,6952114,210243,3,2,1
HUANUCO,210137,763,1058190,3760672,210894,3,3,1
AZANGARO,210111,79,1051390,2153590,210185,3,2,1
PUCALLPA_N,210012,0,158362,42535884,0,3,1,1
AZANGARO,209833,92,1050195,2087449,209920,3,2,1
CHILCA1,209762,41,1050200,7025619,209783,11,9,1
CHILCA1,209759,27,1049520,7054262,209770,14,2,1
PUCALLPA_N,209661,0,158140,42773561,0,3,1,1
AZANGARO,209554,97,1048810,2200276,209631,4,16,1
POMACO,209521,323,1050695,8181775,209751,4,89,1
CHILCA1,209238,30,1049820,6663432,209194,72,2,1
AZANGARO,209236,92,1047485,2227695,209306,5,17,1
AZANGARO,209205,103,1047390,2166553,209246,6,56,1
CHILCA1,208981,59,1054000,6814865,208890,127,23,1
AZANGARO,208947,124,1046120,2112194,209063,5,3,1
INDEPE60,208873,120,1045940,8118076,208982,7,4,1
POMACO,208547,309,1045420,8376200,208780,6,70,1
OLLEROS,208476,442,1046185,2562211,208914,2,2,1
CHILCA1,208389,40,1042555,7247992,208410,9,10,1
CHILCA1,208372,52,1043430,7026772,208412,10,2,1
AZANGARO,208369,157,1043495,2144225,208463,4,59,1
PUCALLPA_N,208325,7,157214,42020956,0,3,8,1
CHILCA1,208273,28,1041880,6996221,208294,3,4,1
CHILCA1,208264,45,1041760,7259953,208299,3,7,1
AZANGARO,208216,161,1042750,2134344,208372,3,2,1
AZANGARO,208160,118,1042300,2202582,208271,5,2,1
CHILCA1,208116,31,1047795,6950601,208017,128,2,1
AZANGARO,208093,143,1041975,2284809,208231,3,2,1
CHILCA1,208057,25,1040585,7275620,208077,3,2,1
TALARA N,207865,0,157152,5660355,0,17,1,1
AZANGARO,207861,144,1040825,2203850,207948,5,52,2
CHILCA1,207651,29,1038745,7372123,207673,5,2,1
CHILCA1,207574,72,1039025,7168547,207626,18,2,1
AZANGARO,207564,84,1038820,2289585,207641,5,2,1
AZANGARO,207471,110,1038600,2190617,207574,5,2,1
CHILCA1,207465,55,1038570,6718993,207490,14,16,1
TALARA N,207287,1,156560,5652274,0,5,1,1
PLANICIE,207253,271,1039095,6356862,207519,3,2,1
OLLEROS,207054,431,1039055,2580162,207480,3,2,1
POMACO,207036,279,1037670,8678147,207230,4,81,2
OLLEROS,206918,460,1038560,2491955,207371,5,2,1
OLLEROS,206914,487,1038925,2517009,207396,3,2,1
OLLEROS,206831,481,1038335,2547281,207307,3,2,1
AZANGARO,206815,190,1035840,2207532,206953,13,39,2
CHILCA1,206595,41,1034845,6838440,206597,35,4,1
PLANICIE,206323,263,1034430,6546621,206581,3,2,1
CHILCA1,206278,43,1031840,6924500,206307,7,7,1
PLANICIE,206249,320,1038920,6033827,206511,54,4,1
PLANICIE,206238,253,1037265,6539435,206453,34,4,1
PLANICIE,206107,288,1033510,6482182,206390,3,2,1
TALARA N,205950,0,155536,5610023,0,3,1,1
TALARA N,205486,0,155150,5594181,0,7,1,1
OLLEROS,205468,432,1034085,2523351,205868,18,14,1
TALARA N,205418,0,155264,5601064,0,5,3,1
AZANGARO,205300,257,1029095,2157879,205517,6,34,1
OLLEROS,205294,493,1030915,2687811,205776,9,2,1
PLANICIE,205246,302,1029575,6451312,205537,5,6,1
INDEPE220,205221,1507,1035715,2253427,205411,66,1251,2
PLANICIE,205174,268,1028840,6610063,205437,3,2,1
PLANICIE,205150,277,1032830,6526251,205382,43,2,1
PLANICIE,205069,253,1028040,6721328,205317,3,2,1
PLANICIE,205062,233,1027765,6785789,205290,3,2,1
TALARA N,204962,0,154892,5583830,0,7,1,1
TALARA N,204944,6,155028,5603333,0,5,7,1
PLANICIE,204891,300,1031175,6613477,205144,43,4,1
CHILCA1,204826,135,1025285,7020624,204943,7,11,2
VENTANILLA,204599,270,1026145,6252549,204835,32,2,1
PLANICIE,204551,247,1025545,6762982,204790,6,2,1
TALARA N,204337,0,154428,5566777,0,5,1,1
PUCALLPA_N,204309,0,154558,41143254,0,37,1,1
PLANICIE,204234,272,1024015,6690392,204501,3,2,1
OLLEROS,204061,685,1026820,2148243,204576,34,136,1
TALARA N,204022,7,154052,5558682,0,7,8,1
AZANGARO,203983,299,1023055,2182065,204274,5,3,1
AZANGARO,203700,310,1021725,2104610,203943,10,57,1
CHILCA1,203607,31,1020010,7411219,203619,17,2,1
TALARA N,203565,0,153850,5549323,0,5,2,1
OLLEROS,203410,511,1021670,2292078,203916,3,2,1
AZANGARO,203283,335,1019890,2121406,203611,5,2,1
AZANGARO,203109,335,1018955,2136948,203379,5,60,1
PLANICIE,203076,317,1019195,6569565,203388,3,2,1
PLANICIE,202860,259,1018005,6469488,203107,10,2,1
PLANICIE,202760,269,1016885,6584711,203016,9,4,1
VENTANILLA,202632,259,1016120,6395528,202876,11,4,1
OLLEROS,202461,406,1016125,4380402,202860,3,4,1
VENTANILLA,202229,258,1014050,6498712,202476,9,2,1
PUCALLPA_N,201925,5,152382,41007890,0,3,6,1
AZANGARO,201858,255,1012220,2211920,201974,4,135,2
AZANGARO,201731,397,1012365,2061199,202070,3,55,1
PUCALLPA_N,201412,0,151912,40451254,0,3,1,1
VENTANILLA,201364,300,1010175,6393544,201655,7,2,1
TALARA N,201253,0,152254,5493283,0,9,4,1
AZANGARO,201141,291,1008460,2276108,201375,4,53,2
TALARA N,201081,0,152054,5481052,0,11,1,1
PLANICIE,200772,305,1007205,6620148,201063,12,2,1
VENTANILLA,200771,290,1007075,6639638,201047,11,3,1
PLANICIE,200745,421,1007495,6578242,201042,4,120,1
VENTANILLA,200738,342,1008185,6623693,200992,84,4,1
VENTANILLA,200589,281,1006065,6523898,200857,11,2,1
TALARA N,200473,0,151542,5460141,0,11,1,1
VENTANILLA,200154,238,1003410,6725467,200387,3,2,1
VENTANILLA,200078,282,1003535,6538185,200347,11,2,1
VENTANILLA,199894,261,1002420,6705669,200150,3,2,1
OLLEROS,199716,468,1002935,4394290,200179,3,2,1
AZANGARO,199595,338,1001520,2202405,199761,9,163,2
OLLEROS,199261,372,999585,4398668,199628,3,2,1
AGUAYTIA_N,199241,0,150958,39247036,0,5,56,2
TALARA N,199220,0,150596,5427131,0,7,1,1
PUCALLPA_N,199216,0,150292,40420794,0,3,1,1
TALARA N,199031,0,150856,5461361,0,5,8,1
VENTANILLA,198892,438,1000040,6345152,199238,90,2,1
VENTANILLA,198864,296,997565,6599945,199156,2,2,1
VENTANILLA,198819,283,997185,6748777,199097,3,2,1
VENTANILLA,198656,300,996585,6817699,198946,7,3,1
VENTANILLA,198507,303,995970,6708112,198801,7,2,1
VENTANILLA,198485,316,995900,6595800,198789,7,5,1
VENTANILLA,198375,305,995195,6723793,198675,3,2,1
OLLEROS,198152,404,994475,4393532,198551,3,2,1
VENTANILLA,198127,253,993400,6906746,198375,3,2,1
VENTANILLA,198075,407,995630,6590130,198393,87,2,1
OLLEROS,198070,417,994275,4312031,198480,3,4,1
INDEPE220,198063,233,993260,9039423,198265,29,2,1
PUCALLPA_N,197876,0,149248,39523035,0,3,1,1
VENTANILLA,197682,308,991795,6847703,197985,3,2,1
PUCALLPA_N,197611,0,149056,39996231,0,3,1,1
PUCALLPA_N,197609,42,150108,39746649,0,3,55,1
VENTANILLA,197557,458,993365,6329026,197950,63,2,1
OLLEROS,197408,430,991035,4280303,197833,3,2,1
PLANICIE,197016,476,992505,6434087,197307,54,131,1
TALARA N,196843,1,149000,5371112,0,9,2,1
TALARA N,196655,0,148792,5364941,0,9,1,1
PUCALLPA_N,196544,0,148264,39695056,0,3,1,1
PUCALLPA_N,196518,0,148570,39823318,0,27,1,1
VENTANILLA,195800,308,982425,6868158,196099,7,2,1
PLANICIE,195762,879,984755,5097730,195973,23,645,2
VENTANILLA,195636,277,981340,6970102,195904,3,6,1
PUCALLPA_N,195478,4,148048,39083556,0,40,1,1
PUCALLPA_N,195477,7,147828,39508784,0,10,10,1
VENTANILLA,195281,330,980110,6862179,195598,11,2,1
AZANGARO,194976,607,981715,2100194,195108,32,443,1
AZANGARO,194921,644,981090,2128030,195495,4,66,1
INDEPE220,194808,23,974350,11054796,194820,9,2,1
ICA,194546,70,973940,7233091,194584,30,2,1
AZANGARO,194420,677,978400,2001615,195029,3,65,1
TALARA N,193393,7,146964,5332643,0,11,22,1
PUCALLPA_N,193335,39,146868,38677639,0,3,51,1
TALARA N,193167,2,146362,5283281,0,3,4,1
CHAVARRIA,193143,985,1193850,2686933,192684,3,2,1
TALARA N,193141,2,145730,5251840,0,8,3,1
CHAVARRIA,192781,999,1193781,2683515,192334,3,2,1
CHAVARRIA,192770,997,1197890,2682262,192315,10,2,1
PUCALLPA_N,192078,9,145084,38215994,0,12,5,1
PARAGSHA_NVA,191758,315,962265,9277846,192064,7,2,1
HUANUCO,191736,1400,972425,3431585,193124,3,9,1
CHAVARRIA,191724,1019,1195185,2709082,191290,11,2,1
CALLAHUANCA,191689,320,961730,5362295,191997,3,9,1
PARAGSHA_NVA,191496,352,961330,9191223,191841,4,3,1
CALLAHUANCA,191472,337,960710,5282418,191803,3,3,1
AZANGARO,191451,773,964940,2083164,192156,5,63,1
