id_rtufecha,scans_good,scans_bad,bytes_transmited,bytes_recived,scan_type_init,enviados,fallidos,alarmas,duracion_int,tipo_evento
44300CARABAYLLO,251826,352,1266845,7936119,2,71,4,0,0,1
44273CARABAYLLO,244596,326,1227425,8664662,0,12,0,0,0,0
44273GUADALUPE_N,1468502,0,1102364,40974185,0,3,0,0,0,0
44301PARAMONGA_N,2421696,0,1818324,68594137,0,49,2,0,0,2
44198PARAMONGA_N,2426281,0,1821486,68485749,0,9,5,0,0,2
44273PLANICIE,205411,277,1029790,6592041,0,2,0,0,0,0
44273SANJUAN_N,911573,1,686352,25342504,6,8,0,0,0,0
44203SOCABAYA_N,1690504,0,1269102,58542652,15,8,4,21,1318,1
44273ZORRITOS_N,845669,0,636114,23514839,0,5,0,0,0,0
44273TALARA N,197834,0,149406,5386623,0,4,0,1,40,0
44246PARAMONGA_N,2426715,0,1821772,68522251,0,13,3,0,0,2
44273CHIMBOTENVA_N,674146,0,506428,18505232,0,2,0,0,0,0
44289CARABAYLLO,253170,299,1272210,7678287,0,8,1,0,0,1
44273REQUE,1655856,0,1242740,50520627,0,4,0,0,0,0
44273CHAVARRIA_N,946552,0,711426,26887015,2,6,0,0,0,0
44222QUENCORO_N,1697663,1,1275100,49111939,13,15,1,8,445,1
44314HUANCAVEL_N,2429935,0,1823494,68172450,0,4,3,0,0,2
44273CHICLAYO_N,1626039,0,1220562,56717761,0,2,0,0,0,0
44273TRUJILLO_N,2912208,0,2185610,97122893,0,4,0,9,192,0
44273SOCABAYA_REP_N,686934,0,516358,19320324,7,3,0,0,0,0
44313CARABAYLLO,253986,315,1275135,7964995,0,44,1,0,0,1
44274SANROS_N,1612784,0,1210454,46663878,0,3,0,2,60,0
44288CARABAYLLO,254713,323,1280245,7478929,0,16,1,0,0,1
44276CARABAYLLO,257782,315,1293440,7618012,0,18,3,0,0,1
44274HUAYUCACHI,275605,20,1378370,1571165,0,6,0,1,2,0
44225PARAMONGA_N,2429986,0,1824244,69347384,0,7,5,0,0,2
44274HUANCAVEL_N,2192780,0,1645440,61117372,0,1,0,0,0,0
44227PARAMONGA_N,2431152,0,1825374,69502392,0,11,8,0,0,2
44274CARABAYLLO,260881,330,1308115,7245303,0,17,0,1,6,0
44274GUADALUPE_N,1399385,0,1050474,39051023,0,2,0,0,0,0
44312CARABAYLLO,260192,274,1311770,7566092,0,34,1,0,0,1
44238PARAMONGA_N,2431224,0,1825966,69554685,10,9,5,0,0,2
44274TINGOM_ETS_N,420238,0,316074,31426351,0,2,0,1,2,0
44274SANJUAN_N,923500,0,693848,25658495,0,60,0,0,0,0
44230CHICLAYO_N,1750626,7,1315708,62080086,0,22,12,0,0,1
44274ZORRITOS_N,914202,0,687372,25521426,1,9,0,0,0,0
44224PARAMONGA_N,2442552,0,1833700,69699334,0,11,3,0,0,2
44320PARAMONGA_N,2446086,0,1836734,69547171,0,72,4,0,0,2
44249REQUE,1753224,0,1316412,53276689,0,42,3,1,6,1
44298CARABAYLLO,269830,295,1352200,6614860,0,36,1,0,0,1
44274CHAVARRIA_N,907016,4,681426,25435964,0,4,0,0,0,0
44274AGUAYTIA_N,142073,0,107768,26249440,10,6,0,7,5458,0
44256PARAMONGA_N,2451307,0,1840082,70322728,1,28,6,0,0,2
44274CHICLAYO_N,1447606,0,1086736,49306502,0,4,0,0,0,0
44274TRUJILLO_N,3009855,31,2261216,98189877,17,4,0,0,0,0
44201QUENCORO_N,1909730,8,1434230,53830018,4,28,3,2,74,1
44275AZANGARO,203283,335,1019890,2121406,2,2,0,1,666,0
44270SOCABAYA_N,1933062,0,1450806,62786268,0,20,15,2,10,1
44222PARAMONGA_N,2452389,0,1841086,70229273,0,16,6,0,0,2
44303HUANCAVEL_N,1939436,1,1455594,53440536,0,1,3,0,0,1
44275HUAYUCACHI,272403,64,1362895,1576209,5,4,0,0,0,0
44201PARAMONGA_N,2458572,0,1846078,70122968,0,23,20,0,0,2
44275HUANCAVEL_N,2099175,0,1575310,58225958,1,7,0,0,0,0
44274LANINA_N,2470285,0,1854374,72932340,0,4,4,0,0,2
44275CARABAYLLO,258409,346,1296225,7437288,2,37,0,0,0,0
44271SOCABAYA_N,1941474,0,1457394,62970135,1,21,16,1,34088,1
44293PARAMONGA_N,2473130,0,1856514,70251909,0,26,18,0,0,2
44296PARAMONGA_N,2472820,0,1856552,69810245,0,19,11,0,0,2
44275TINGOM_ETS_N,414605,0,311990,31015946,1,3,0,0,0,0
44277SOCABAYA_N,1955753,0,1467804,63351009,0,2,2,1,408,1
44275ZORRITOS_N,773674,0,582228,21586563,1,3,0,0,0,0
44334PARAMONGA_N,2471352,0,1856776,70093577,1,60,4,0,0,2
44295PARAMONGA_N,2480449,0,1862472,70258858,0,17,7,0,0,2
44297SOCABAYA_N,1993884,2,1496480,63205888,0,4,4,0,0,1
44275AGUAYTIA_N,131019,0,99750,24178874,23,1,0,0,0,0
44280PARAMONGA_N,2034788,1,1528594,58186738,0,13,6,0,0,1
44267LANINA_N,2483547,0,1864572,73214140,0,7,1,0,0,2
44279LANINA_N,2483885,0,1864796,73260644,0,3,3,0,0,2
44275COTARUSE_N,1618293,0,1214418,52369308,1,1,0,0,0,0
44221PARAMONGA_N,2504639,0,1880372,71633780,0,7,2,0,0,2
44242PARAMONGA_N,2506758,0,1881838,71124273,0,10,7,0,0,2
44276AZANGARO,191451,773,964940,2083164,63,1,0,5,3234,0
44276AYAVIRI,42834,367,231215,4370378,221,1,0,0,0,0
44275PARAMONGA_N,2040854,0,1532562,56985367,1,15,7,1,72,1
44276HUAYUCACHI,273614,37,1368700,1638912,0,6,0,0,0,0
44276HUANCAVEL_N,2159374,0,1620590,59603079,0,7,0,0,0,0
44276MARCONA,5703180,3,4278628,216062781,0,1,0,0,0,0
44268PARAMONGA_N,2059176,0,1547092,57682986,1,24,10,1,56,1
44315MOLLEPATA,2162779,0,1622812,62906661,1,7,7,4,16,1
44275COLCABAMBA,2514541,0,1886958,80235337,1,1,1,0,0,2
44264LANINA_N,2517809,0,1890120,74317401,0,2,2,0,0,2
44276TINGOM_ETS_N,420268,0,316248,31487545,0,1,0,0,0,0
44276SANJUAN_N,870821,1,655152,24158355,4,8,0,0,0,0
44303TRUJILLO_N,2189220,1,1646024,63177553,44,8,4,0,0,1
44276ZORRITOS_N,807293,0,607392,22427850,0,6,0,0,0,0
44321LANINA_N,2519833,0,1891492,74774945,0,42,2,0,0,2
44207PARAMONGA_N,2520380,0,1892228,73180083,0,17,5,0,0,2
44281MOLLEPATA,2194528,2,1646732,63174918,3,21,21,9,21,1
44288LANINA_N,2209218,3,1659280,64826532,0,2,2,0,0,1
44324HUANCAVEL_N,2523602,0,1893696,70973187,0,3,7,0,0,2
44276CHICLAYO_N,1397020,0,1048890,47083178,0,4,0,0,0,0
44262LANINA_N,2524510,0,1895150,74544962,0,3,3,0,0,2
44276COTARUSE_N,1629790,0,1223138,52645901,0,1,0,0,0,0
44276SOCABAYA_REP_N,888451,0,667216,25549786,1,17,0,0,0,0
44277POMACO,216228,4,1081225,8887076,0,4,0,0,0,0
44277AZANGARO,178087,1239,903265,2055160,279,1,0,1,734,0
44277SANROS_N,1709703,0,1283244,49277313,0,2,0,0,0,0
44277ZAPALLAL,235831,674,1182695,2572030,0,4,0,0,0,0
44277CHILCA1,207188,37,1041350,7298868,0,20,0,0,0,0
44277VENTANILLA,199068,219,997780,6959878,0,6,0,0,0,0
44249PARAMONGA_N,2212310,1,1661110,62312379,0,18,9,0,0,1
44215PARAMONGA_N,2240343,0,1682246,65401792,1,34,13,1,1092,1
44277HUAYUCACHI,273040,42,1365880,1648988,0,2,0,0,0,0
44304PARAMONGA_N,2527446,0,1897374,71666657,0,35,3,0,0,2
44277HUANCAVEL_N,2445953,0,1835534,67736222,0,1,0,0,0,0
44287LANINA_N,2528546,0,1898358,74566595,3,29,5,0,0,2
44292PARAMONGA_N,2531762,0,1900680,72086752,0,9,7,0,0,2
44277CARABAYLLO,248438,320,1246650,8477611,0,19,0,0,0,0
44277GUADALUPE_N,1479967,0,1111038,41226365,0,4,0,0,0,0
44200PARAMONGA_N,2533403,0,1902266,72381900,0,19,13,0,0,2
44294PARAMONGA_N,2535562,0,1903750,72223038,0,21,7,0,0,2
44277TINGOM_ETS_N,429459,0,323122,32244813,0,2,0,0,0,0
44277SANJUAN_N,960571,0,722302,26555267,2,4,0,0,0,0
44283PARAMONGA_N,2242666,0,1683734,67742145,0,25,3,1,2,1
44277ZORRITOS_N,957229,0,719994,26541678,0,9,0,0,0,0
44277TALARA N,200790,0,151464,5459891,0,4,0,0,0,0
44332PARAMONGA_N,2535568,2,1905168,72916218,0,26,1,0,0,2
44277PARAMONGA_N,2539276,0,1906210,73054230,0,28,8,0,0,2
44297PARAMONGA_N,2542716,0,1909012,72083088,0,14,6,0,0,2
44277LA_BREA,789890,0,593196,22908780,0,2,0,0,0,0
44277CHAVARRIA_N,961844,0,722472,27323129,0,4,0,0,0,0
44236PARAMONGA_N,2336420,3,1755378,66841216,13,12,10,0,0,1
44320LANINA_N,2542969,2,1909026,75920197,0,7,1,0,0,2
44277TRUJILLO_N,3127477,0,2347546,101037542,0,11,0,1,2,0
44278AZANGARO,194921,644,981090,2128030,66,2,0,0,0,0
44278SANROS_N,1666879,0,1251134,48281838,0,2,0,1,56,0
44278CHILCA1,207846,33,1042080,7266195,0,2,0,0,0,0
44251PARAMONGA_N,2340668,0,1757302,66228643,1,13,4,1,18,1
44279PARAMONGA_N,2347453,1,1762896,67837352,0,40,13,0,0,1
44271LANINA_N,2543403,0,1909158,75705332,0,6,6,0,0,2
44205PARAMONGA_N,2348021,1,1763120,66988481,1,9,2,0,0,1
44278HUAYUCACHI,273780,29,1369380,1673793,0,6,0,2,172,0
44265LANINA_N,2550081,0,1914444,75468901,1,2,2,0,0,2
44278HUANCAVEL_N,2125967,0,1595482,58927659,0,3,0,0,0,0
44260LANINA_N,2551493,0,1915500,75377836,1,3,3,0,0,2
44278CARABAYLLO,248986,283,1248575,8374218,0,24,0,0,0,0
44199PARAMONGA_N,2554476,0,1917560,72991086,0,17,6,0,0,2
44206LANINA_N,2555667,0,1918538,75883321,0,20,1,0,0,2
44278TINGOM_ETS_N,431856,0,324932,32558174,0,3,0,0,0,0
44278SANJUAN_N,912560,0,686190,25253793,0,2,0,0,0,0
44266LANINA_N,2558762,0,1920818,75686532,0,9,3,0,0,2
44278ZORRITOS_N,894132,0,672700,24824879,1,11,0,0,0,0
44278CARAPONGO,680134,0,510662,28955162,0,2,0,0,0,0
44271PARAMONGA_N,2350158,0,1764670,66708125,0,17,8,1,458,1
44283LANINA_N,2558873,0,1920948,75643242,0,2,2,0,0,2
44255PARAMONGA_N,2351319,1,1765424,67223166,1,5,3,0,0,1
44252PARAMONGA_N,2358254,0,1770582,66787979,1,14,6,1,44,1
44278TRUJILLO_N,3204884,18,2406518,102525108,2,4,0,1,2,0
44291PARAMONGA_N,2560341,0,1922062,72891509,0,15,7,0,0,2
44279POMACO,216711,39,1084000,8519554,6,2,0,0,0,0
44279AZANGARO,147814,893,748000,1902673,0,3,0,0,0,0
44279PACHACHACA,150050,192,751970,2693082,104,6,0,3,1008,0
44279ZAPALLAL,235881,797,1183700,2451781,0,14,0,0,0,0
44254PARAMONGA_N,2371143,0,1780350,67652303,1,16,10,1,2,1
44253PARAMONGA_N,2379873,0,1786784,67739218,1,17,5,1,4,1
44262PARAMONGA_N,2382562,0,1788812,67359863,0,19,5,1,56,1
44290PARAMONGA_N,2561601,0,1922886,73126395,0,14,4,0,0,2
44279HUANCAVEL_N,2320156,0,1741170,64266938,0,2,0,0,0,0
44279MARCONA,5668324,0,4252640,211349081,0,14,0,0,0,0
44247PARAMONGA_N,2391794,1,1795740,67551802,0,6,3,0,0,1
44235PARAMONGA_N,2398384,0,1800914,68853369,0,30,12,3,24,1
44280LANINA_N,2573770,0,1932108,76147556,0,5,5,0,0,2
44279TINGOM_ETS_N,424857,0,319698,31897468,0,1,0,4,1694,0
44279SANJUAN_N,924759,0,695462,25730219,0,2,0,0,0,0
44256LANINA_N,2574227,0,1932492,76231219,1,2,2,0,0,2
44279ZORRITOS_N,928545,0,698474,25834275,0,7,0,0,0,0
44279TALARA N,193167,2,146362,5283281,4,4,0,0,0,0
44302TRUJILLO_N,2409859,4,1816144,79564971,111,5,1,14,792,1
44322TRUJILLO_N,2585248,5,1941754,83283549,9,27,8,11,463,2
44296LANINA_N,2588601,0,1943166,76691031,0,2,2,0,0,2
44237PARAMONGA_N,2433128,0,1826876,69404594,2,18,13,3,95,1
44244PARAMONGA_N,2459764,0,1846404,69597735,0,14,5,1,18,1
44279TRUJILLO_N,3221327,2,2418002,101385167,2,3,0,0,0,0
44278LANINA_N,2594474,0,1947646,76674864,0,8,8,0,0,2
44309PARAMONGA_N,2461075,4,1847412,69557276,0,12,1,0,0,1
44330TRUJILLO_N,2598012,0,1950384,76023980,0,2,2,0,0,2
44280AZANGARO,170164,0,850970,2041572,0,1,0,0,0,0
44280AYAVIRI,43391,0,217015,4417326,0,1,0,0,0,0
44280SANROS_N,1680861,0,1261596,48733714,0,2,0,0,0,0
44280ZAPALLAL,236286,861,1187055,2439279,0,14,0,0,0,0
44278PARAMONGA_N,2467853,2,1853058,71386113,0,33,6,0,0,1
44280HUAYUCACHI,275295,16,1376765,1663290,0,4,0,0,0,0
44254LANINA_N,2603965,0,1954830,77161621,1,6,6,0,0,2
44253LANINA_N,2611472,0,1960340,77314928,0,2,2,0,0,2
44263PARAMONGA_N,2471369,1,1855712,70600456,1,68,13,0,0,1
44280CARABAYLLO,241140,345,1211900,8850685,4,26,0,0,0,0
44293LANINA_N,2611527,0,1960470,77470883,0,5,5,0,0,2
44280CARHUAMAYO,181531,130,909240,8608951,0,7,0,0,0,0
44272LANINA_N,2480527,0,1862286,73666210,4,24,6,1,168,1
44280TINGOM_ETS_N,416242,0,313362,31293344,6,2,0,0,0,0
44280PLANICIE,205038,255,1027850,6700073,0,2,0,0,0,0
44273LANINA_N,2521630,1,1893344,74360094,2,8,8,0,0,1
44280ZORRITOS_N,956491,0,719410,26592465,0,13,0,0,0,0
44280TALARA N,199760,0,150752,5427337,0,12,0,0,0,0
44299PARAMONGA_N,2566540,0,1927414,72974035,0,37,10,1,17,1
44333PARAMONGA_N,2614642,0,1963288,74892865,1,64,4,1,11,1
44270PIURA2_N,2655425,0,1993358,75073188,1,40,39,4,166,1
44280CHAVARRIA_N,956164,0,718218,27019303,0,4,0,0,0,0
44263LANINA_N,2705681,1,2031166,80269908,0,3,3,0,0,1
44280TRUJILLO_N,3158241,0,2370522,102111638,0,22,0,0,0,0
44281CVERDE,132210,0,661095,5690428,0,1,0,0,0,0
44281SANROS_N,1610521,1,1209072,46932614,5,3,0,0,0,0
44281CHILCA1,208670,29,1043675,7209928,0,1,0,0,0,0
44269PIURA2_N,2722990,0,2044774,78261433,6,19,18,1,71,1
44268TRUJILLO_N,2726143,0,2046494,84926044,1,7,4,11,518,1
44281HUAYUCACHI,275705,12,1378880,1639471,0,2,0,1,4,0
44281QUENCORO_N,1976358,0,1484016,54971745,0,4,0,1,28,0
44258LANINA_N,2614445,0,1962702,77530384,0,6,6,0,0,2
44281HUANCAVEL_N,2172354,0,1630270,60100751,0,2,0,0,0,0
44298TRUJILLO_N,2731735,0,2050498,101387578,0,51,32,2,114,1
44281CARABAYLLO,250157,290,1255530,8284066,0,16,0,1,12,0
44281GUADALUPE_N,1502499,0,1127936,41884112,0,2,0,0,0,0
44299TRUJILLO_N,2742377,0,2059412,93283341,4,27,17,6,179,1
44232TRUJILLO_N,2758792,1,2072640,90604894,33,8,5,16,766,1
44238TRUJILLO_N,2862398,18,2149856,96404192,4,6,3,0,0,1
44277LANINA_N,2627632,0,1972464,77848546,0,4,4,0,0,2
44281TINGOM_ETS_N,429136,0,322898,32362394,0,2,0,2,4,0
44281SANJUAN_N,937465,0,704724,25891238,0,4,0,0,0,0
44236TRUJILLO_N,2870073,1,2155650,97682819,23,11,7,5,179,1
44281ZORRITOS_N,954485,0,717994,26490771,0,3,0,0,0,0
44307TRUJILLO_N,2872111,0,2156162,90703538,6,9,4,7,212,1
44281TALARA N,205483,0,155574,5595538,0,4,0,0,0,0
44281CARAPONGO,638502,0,479342,29047805,0,5,0,0,0,0
44295LANINA_N,2627526,0,1972546,78070665,0,2,2,0,0,2
44329TRUJILLO_N,2635131,0,1978250,76617502,1,3,2,0,0,2
44281CHAVARRIA_N,950140,0,714074,26976025,6,4,0,0,0,0
44281COMBAPATA_N,4012517,0,3010602,131244680,0,1,0,0,0,0
44272PIURA2_N,2633817,0,1978450,75287220,21,32,24,0,0,2
44281TRUJILLO_N,3113897,7,2337802,101240000,0,2,0,0,0,0
44281SOCABAYA_REP_N,896716,0,673332,25560539,0,3,0,0,0,0
44309TRUJILLO_N,2878530,5,2161122,98166610,0,18,5,0,0,1
44282AZANGARO,171654,0,858380,1974022,2,2,0,2,863,0
44282SANROS_N,1759459,0,1320592,52058006,1,2,0,0,0,0
44288TRUJILLO_N,2915710,16,2189466,102294374,6,58,35,3,74,1
44268PIURA2_N,2931912,0,2201036,83163856,1,52,49,4,229,1
44320TRUJILLO_N,2945200,1,2210888,93960782,1,10,4,7,146,1
44282HUAYUCACHI,273209,38,1366590,1698644,4,6,0,0,0,0
44282QUENCORO_N,1960425,0,1472340,54618694,5,2,0,0,0,0
44306LANINA_N,2648745,0,1988298,78832470,0,18,1,0,0,2
44282HUANCAVEL_N,2058002,0,1544478,57293041,1,13,0,0,0,0
44282JULIACA_N,159037,0,120146,6192499,2,1,0,0,0,0
44319TRUJILLO_N,2944771,0,2211410,101258079,4,14,4,1,2,1
44282CARABAYLLO,247964,290,1243675,8480636,2,20,0,0,0,0
44282GUADALUPE_N,1497915,0,1124882,41759313,1,3,0,0,0,0
44318PARAMONGA_N,2649585,0,1989382,76095955,0,81,9,0,0,2
44288PARAMONGA_N,2651129,0,1990056,76479642,0,21,16,0,0,2
44282TINGOM_ETS_N,423713,0,318876,31844098,4,1,0,0,0,0
44282SANJUAN_N,924985,2,695642,25625328,7,2,0,0,0,0
44311TRUJILLO_N,2947340,0,2212422,94377397,0,10,2,4,183,1
44282ZORRITOS_N,976562,0,734434,27140531,1,6,0,1,72,0
44282TALARA N,201081,0,152054,5481052,1,3,0,1,2,0
44306TRUJILLO_N,2991189,2,2245114,96809372,0,8,3,2,1186,1
44321TRUJILLO_N,2654081,0,1992904,83409670,12,27,6,3,122,2
44282CHAVARRIA_N,968327,0,727716,27470265,1,4,0,0,0,0
44289PARAMONGA_N,2667690,0,2002776,76707207,0,9,5,0,0,2
44282TRUJILLO_N,3161043,0,2372752,104500951,1,5,0,1,72,0
44283POMACO,216895,14,1084660,8670097,0,4,0,0,0,0
44255TRUJILLO_N,2989964,11,2245380,97322441,11,8,4,1,43,1
44283AZANGARO,172007,95,861160,1936518,77,3,0,0,0,0
44283AYAVIRI,43973,49,220610,4319767,37,1,0,0,0,0
44235TRUJILLO_N,2995172,0,2248058,99632950,0,12,4,8,297,1
44283VENTANILLA,200800,240,1006635,6763411,0,2,0,0,0,0
44333TRUJILLO_N,3029616,1,2274354,99598155,5,15,8,10,351,1
44283HUAYUCACHI,273731,34,1369245,1655624,0,4,0,1,648,0
44283QUENCORO_N,1914282,0,1437500,53163750,0,2,0,0,0,0
44294LANINA_N,2670296,0,2004494,79242134,0,7,7,0,0,2
44283YARABAMBA,4084413,1,3064534,204558580,0,1,0,0,0,0
44283PUNO_N,353005,0,265950,11640642,0,1,0,0,0,0
44293TRUJILLO_N,3077200,5,2310440,102497120,15,14,2,4,62,1
44283CARABAYLLO,242433,284,1215960,8931388,0,4,0,0,0,0
44247TRUJILLO_N,3096355,11,2325204,100827767,11,6,2,0,0,1
44217TRUJILLO_N,3101727,2,2328388,99148904,7,11,4,0,0,1
44254TRUJILLO_N,3149721,0,2364116,103268356,1,10,5,3,101,1
44283SANJUAN_N,939559,0,706196,26126174,0,4,0,0,0,0
44262TRUJILLO_N,3149928,1,2364792,95764560,5,10,2,0,0,1
44283ZORRITOS_N,953273,0,717002,26495961,2,2,0,0,0,0
44283TALARA N,234025,1,176700,6375820,2,3,0,1,3,0
44298PARAMONGA_N,2682815,0,2013974,76388421,0,39,9,0,0,2
44283PIURA2_N,3244688,0,2435700,92278927,0,38,32,1,72,1
44328PIURA2_N,3253143,0,2442404,92216729,0,55,5,1,2,1
44319PARAMONGA_N,2688120,3,2019932,77121649,0,22,1,0,0,2
44328TRUJILLO_N,2701242,0,2027920,78707393,0,7,4,0,0,2
44206TRUJILLO_N,3382491,0,2538720,105965263,0,12,4,1,18,1
44283TRUJILLO_N,3073451,0,2307010,101223667,2,1,0,0,0,0
44284AZANGARO,174426,0,872290,1950493,0,1,0,2,2794,0
44284AYAVIRI,43786,0,219015,4404284,0,2,0,0,0,0
44284SANROS_N,1629425,0,1223004,46873321,0,4,0,0,0,0
44284HUACHO,117288,164,588305,6503809,0,6,0,0,0,0
44284VENTANILLA,203541,217,1020060,6464645,0,2,0,0,0,0
44280PIURA2_N,3383574,3,2539990,96658781,0,43,42,0,0,1
44297PIURA2_N,3417124,1,2564928,98377023,0,32,30,0,0,1
44284HUAYUCACHI,271984,73,1360775,1563924,33,4,0,1,2,0
44284QUENCORO_N,1861045,0,1397522,51623676,0,2,0,0,0,0
44271PIURA2_N,3431705,1,2576458,100524730,9,39,40,12,11464,1
44284CARABAYLLO,256741,247,1286335,7767399,0,14,0,0,0,0
44284GUADALUPE_N,1483559,0,1113964,41565429,1,6,0,0,0,0
44336TRUJILLO_N,2713112,5,2036794,88467192,0,17,9,2,40,2
44275PIURA2_N,2770875,0,2080396,77806471,1,11,7,0,0,2
44212TRUJILLO_N,3469955,0,2604272,106848901,0,6,4,3,337,1
44284ZORRITOS_N,848025,0,637968,23587863,1,3,0,0,0,0
44216TRUJILLO_N,3591243,0,2695064,109515498,0,6,5,3,148,1
44298LANINA_N,2774417,0,2082534,82989050,0,4,4,0,0,2
44327TRUJILLO_N,2783551,0,2089608,91007005,0,13,4,0,0,2
44284REQUE,1847191,0,1386280,57692708,1,2,0,0,0,0
44296PIURA2_N,3598386,7,2701950,104872048,0,19,20,0,0,1
44304TRUJILLO_N,2819717,0,2116538,89846357,0,37,21,0,0,2
44276PIURA2_N,2849328,0,2138906,79848093,0,13,13,0,0,2
44324TRUJILLO_N,2861102,0,2147600,87483963,0,29,17,0,0,2
44284TRUJILLO_N,3199054,0,2401138,105871975,2,4,0,0,0,0
44284COTARUSE_N,1615897,0,1212624,52594215,0,1,0,0,0,0
44284SOCABAYA_REP_N,932106,1,700032,26889086,7,3,0,0,0,0
44285AZANGARO,157856,346,792945,1813349,245,3,0,0,0,0
44285AYAVIRI,43314,132,218500,4146898,73,1,0,0,0,0
44285SANROS_N,1660126,0,1246108,48027575,0,4,0,0,0,0
44285ZAPALLAL,236361,624,1185150,2445354,3,4,0,4,211,0
44285HUACHO,117534,159,589620,6520536,0,8,0,0,0,0
44285VENTANILLA,201246,250,1008965,6588354,0,2,0,0,0,0
44301TRUJILLO_N,2961814,0,2223328,98714666,0,20,7,31,2068,2
44260PIURA2_N,3619023,0,2717258,105479903,16,16,15,3,97,1
44307PIURA2_N,3641580,1,2733682,107026001,5,19,1,1,2,1
44285HUANCAVEL_N,2152324,0,1615210,59603216,0,1,0,0,0,0
44264PIURA2_N,3694159,0,2772426,109314295,1,53,54,1,19,1
44285CARABAYLLO,247459,306,1241195,8377420,0,12,0,1,10,0
44285GUADALUPE_N,1446710,0,1086336,40408486,0,2,0,0,0,0
44250PIURA2_N,3699026,2,2776578,107606690,0,23,19,0,0,1
44274PIURA2_N,2993202,0,2246808,85023134,4,37,35,0,0,2
44285TINGOM_ETS_N,432106,0,325056,33065649,0,1,0,4,156,0
44285SANJUAN_N,931193,0,699894,25865701,0,2,0,0,0,0
44310PIURA2_N,3719328,3,2792270,108077633,0,56,9,0,0,1
44285ZORRITOS_N,965464,0,725940,26907833,0,5,0,1,2,0
44300TRUJILLO_N,3001476,0,2254056,103106855,14,10,4,0,0,2
44334TRUJILLO_N,3011379,0,2262306,92946393,28,45,27,33,1068,2
44313TRUJILLO_N,3039862,0,2281714,101597805,0,7,4,0,0,2
44285CHAVARRIA_N,924945,2,695304,26294625,5,10,0,0,0,0
44318TRUJILLO_N,3042647,2,2283838,103826601,0,67,39,2,104,2
44285TRUJILLO_N,3318434,0,2490510,104248695,0,2,0,0,0,0
44285SOCABAYA_REP_N,895268,0,672346,25571502,4,2,0,0,0,0
44244PIURA2_N,3759934,0,2822252,111814983,0,79,76,1,18,1
44286AZANGARO,171635,0,858340,1996957,0,2,0,0,0,0
44286SANROS_N,1652120,0,1240126,47907828,0,2,0,0,0,0
44251PIURA2_N,3803831,0,2855060,111059583,1,9,7,1,15,1
44286ZAPALLAL,234921,696,1179000,2377931,24,4,0,3,1550,0
44294PIURA2_N,3807915,3,2860100,112588209,0,70,28,0,0,1
44286VENTANILLA,201208,264,1008910,6555094,0,2,0,2,6,0
44260TRUJILLO_N,3086465,0,2316714,99918714,1,29,18,0,0,2
44242COMBAPATA_N,3841735,2,2882058,132627762,6,6,3,0,0,1
44286HUANCAVEL_N,2006926,2,1506498,55552473,1,2,0,0,0,0
44286CARABAYLLO,231901,341,1163805,8888559,2,19,0,3,544,0
44286GUADALUPE_N,1463757,0,1098940,40897587,0,4,0,0,0,0
44275TRUJILLO_N,3097040,0,2324528,95148350,1,10,4,0,0,2
44286TINGOM_ETS_N,426951,0,321248,32378037,1,2,0,0,0,0
44286SANJUAN_N,905506,0,680924,25181875,0,2,0,0,0,0
44204PIURA2_N,3843501,0,2885192,112168755,0,39,43,1,96,1
44286ZORRITOS_N,990397,1,744648,27638455,2,4,0,0,0,0
44286MOLLEPATA,2197553,0,1649064,63012144,0,5,0,0,0,0
44279PIURA2_N,3131413,0,2351482,89207999,0,23,20,0,0,2
44315TRUJILLO_N,3140119,0,2356960,102408511,1,11,4,0,0,2
44276TRUJILLO_N,3157491,0,2370022,96055623,0,7,4,0,0,2
44286ABANCAY,1707134,0,1281364,47395537,0,8,0,0,0,0
44286CHAVARRIA_N,917831,2,689610,26231729,0,2,0,0,0,0
44290PIURA2_N,3189616,0,2394132,90569689,0,138,34,0,0,2
44286TRUJILLO_N,3221341,0,2417766,100340830,0,7,0,0,0,0
44286SOCABAYA_REP_N,1092380,0,820032,31693993,0,5,0,0,0,0
44249PIURA2_N,3848925,1,2888826,111976493,0,32,31,0,0,1
44287AZANGARO,171022,0,855235,2047690,0,2,0,2,1550,0
44287CHILCA1,208264,45,1041760,7259953,7,2,0,0,0,0
44287VENTANILLA,198485,316,995900,6595800,5,1,0,0,0,0
44237PIURA2_N,3943936,1,2960576,117694158,1,40,40,0,0,1
44287HUAYUCACHI,273714,32,1369000,1666455,3,4,0,1,24,0
44267PIURA2_N,3199845,0,2402262,92598546,0,30,31,0,0,2
44263TRUJILLO_N,3216297,0,2414134,101370389,0,29,12,0,0,2
44247PIURA2_N,3986028,2,2992030,117565710,0,33,28,0,0,1
44287GUADALUPE_N,1444395,0,1084472,40349995,0,1,0,0,0,0
44291PIURA2_N,3226113,0,2423488,92104329,0,162,51,0,0,2
44287TINGOM_ETS_N,430739,0,324068,32267835,0,2,0,0,0,0
44287SANJUAN_N,829214,1,623466,23062335,1,2,0,0,0,0
44253PIURA2_N,4015449,0,3013604,118120224,0,45,40,1,4,1
44287ZORRITOS_N,967639,0,727552,26945315,0,9,0,0,0,0
44220TRUJILLO_N,3230452,0,2424478,101023711,0,13,4,0,0,2
44334MANTARO_N,4149289,0,3112888,130537911,1,6,4,1,430,1
44286PIURA2_N,3230799,0,2424768,92985663,0,21,14,0,0,2
