id_rtufecha,scans_good,scans_bad,bytes_transmited,bytes_recived,scan_type_periodic,scan_type_idle,scan_type_command,scan_type_init,scan_type_spont,enviados,fallidos,alarmas,duracion_int,tipo_evento
44288SOCABAYA_N,2012194,0,1510212,63617460,24,0,3,0,2012167,6,6,0,0,2
44288TRUJILLNUEV,144807,1438,743895,11802950,0,146223,20,2,0,1,1,0,0,2
44288LANINA_N,2209218,3,1659280,64826532,24,0,40,0,2209157,2,2,0,0,2
44288YARABAMBA,4177746,0,3134448,213177175,24,0,3,0,4177719,2,2,0,0,2
44288JULIACA_N,149522,0,112962,5626269,24,0,3,0,149495,4,1,0,0,2
44288MARCONA,5770511,0,4329016,212010731,24,0,4,0,5770483,3,3,0,0,2
44288CARABAYLLO,254713,323,1280245,7478929,0,255005,31,0,0,16,1,0,0,2
44288PARAGSHA_NVA,186988,355,938790,9118101,0,187319,11,13,0,7,7,1,18,2
44288PIURA2_N,3384055,0,2539806,96919944,24,0,10,2,3384019,51,51,0,0,2
44288ICA,159366,80,798420,13253551,0,159419,27,0,0,8,8,0,0,2
44288CARAPONGO,706950,0,530706,30955314,24,0,5,1,706920,3,3,0,0,2
44288CHIMBOTENVA_N,722638,0,543040,19863224,24,0,22,0,722592,17,11,0,0,2
44288INDEPE_N,1221606,1,916860,82470206,0,0,46,0,1221561,11,11,0,0,2
44288PARAMONGA_N,2651129,0,1990056,76479642,24,0,21,0,2651084,21,16,0,0,2
44288TRUJILLO_N,2915710,16,2189466,102294374,24,0,45,6,2915651,58,35,3,74,2
44289SANTUARIO,134021,0,700594,8742063,1439,132561,3,18,0,5,5,6,12,1
44289CARABAYLLO,253170,299,1272210,7678287,0,253450,19,0,0,8,1,0,0,2
44289PARAGSHA_NVA,181926,385,913775,8929153,0,182296,15,0,0,2,2,1,28,2
44289HUANUCO_N,1462135,0,1097932,39873402,24,0,4,3,1462104,3,1,0,0,2
44289PIURA2_N,3387063,0,2542734,96961535,24,0,57,0,3386982,11,9,0,0,2
44289ICA,160756,86,805860,12895030,0,160810,32,0,0,3,3,0,0,2
44289CARAPONGO,723273,1,542960,32326875,24,0,9,0,723241,2,2,3,372,2
44289CHIMBOTENVA_N,693212,0,520874,19035816,24,0,20,0,693168,25,11,0,0,2
44289INDEPE_N,1179587,0,884936,79075070,0,0,14,0,1179573,14,14,0,0,2
44289PARAMONGA_N,2667690,0,2002776,76707207,24,0,45,0,2667621,9,5,0,0,2
44289PAPUJUNE,73435,0,42582,4694626,24,0,3,0,73408,9,9,0,0,2
44289SOCABAYA_REP_N,1260801,0,946398,38689449,24,0,3,0,1260774,9,1,0,0,2
44290MARCONA,5749984,0,4313604,211381656,24,0,3,0,5749957,5,4,0,0,2
44290PARAGSHA_NVA,188483,393,946665,9229467,0,188867,5,4,0,4,4,2,40,2
44290HUANUCO_N,1422039,0,1067712,38739639,24,0,6,0,1422009,6,2,0,0,2
44290PIURA2_N,3189616,0,2394132,90569689,24,0,15,0,3189577,138,34,0,0,2
44290ICA,158545,90,794395,13306803,0,158629,6,0,0,50,22,0,0,2
44290CARAPONGO,696765,0,523040,30999195,24,0,5,3,696733,1,1,0,0,2
44290CHIMBOTENVA_N,565352,0,425162,15475016,24,0,29,0,565299,25,13,0,0,2
44290INDEPE_N,1218747,0,914348,81245509,0,0,17,0,1218730,10,9,0,0,2
44290PARAMONGA_N,2561601,0,1922886,73126395,24,0,21,0,2561556,14,4,0,0,2
44290SOCABAYA_REP_N,1253636,0,941156,40541193,24,0,12,2,1253598,8,2,0,0,2
44291CHILCA1,210642,34,1056490,6849182,0,210649,27,0,0,5,1,0,0,2
44291TRUJILLNUEV,156492,1358,797820,10425832,0,157844,2,4,0,8,4,0,0,2
44291LANINA_N,2033910,0,1527228,59309051,24,0,3,0,2033883,11,10,0,0,2
44291PARAGSHA_NVA,188932,365,948685,9254587,0,189285,7,5,0,2,2,0,0,2
44291HUANUCO_N,1426167,0,1070862,38879144,24,0,9,0,1426134,3,1,1,290,1
44291PIURA2_N,3226113,0,2423488,92104329,24,0,148,0,3225941,162,51,0,0,2
44291ICA,166157,87,834085,11900217,0,166189,55,0,0,10,10,2,4556,2
44291CARAPONGO,709608,0,532654,30860607,24,0,4,0,709580,9,4,1,118,2
44291CHIMBOTENVA_N,567108,0,426442,15572961,24,0,28,0,567056,7,5,0,0,2
44291INDEPE_N,1190493,0,893098,79603955,0,0,13,0,1190480,25,23,0,0,2
44291PARAMONGA_N,2560341,0,1922062,72891509,24,0,31,0,2560286,15,7,0,0,2
44291SOCABAYA_REP_N,1277226,0,958832,40835600,24,0,11,0,1277191,1,1,0,0,2
44292TRUJILLNUEV,143943,1417,736420,11275142,0,145349,11,0,0,5,5,1,52,2
44292LANINA_N,2308519,0,1733466,67905256,24,0,15,0,2308480,3,3,0,0,2
44292HUANUCO_N,1431009,0,1074478,39011515,24,0,7,0,1430978,3,1,1,180,1
44292PIURA2_N,3647519,0,2739602,106742010,24,0,164,0,3647331,82,38,0,0,2
44292ICA,156088,469,786750,11386961,0,156160,16,381,0,18,18,1,206,2
44292CARAPONGO,661817,0,496900,28738983,24,0,12,1,661780,5,3,0,0,2
44292CHIMBOTENVA_N,704173,0,528976,19369225,24,0,10,0,704139,21,10,0,0,2
44292INDEPE_N,1154244,0,866128,78766961,0,0,28,0,1154216,24,23,3,116,1
44292PARAMONGA_N,2531762,0,1900680,72086752,24,0,33,0,2531705,9,7,0,0,2
44292SOCABAYA_REP_N,1410789,1,1059160,46249575,24,0,3,13,1410750,8,4,0,0,2
44293VENTANILLA,200314,266,1004525,6642018,0,200577,3,0,0,7,1,0,0,2
44293TRUJILLNUEV,139337,1439,714145,11381580,0,140756,16,4,0,9,8,0,0,2
44293LANINA_N,2611527,0,1960470,77470883,24,0,6,0,2611497,5,5,0,0,2
44293MARCONA,5739428,0,4305654,211096428,24,0,3,0,5739401,1,1,0,0,2
44293CARABAYLLO,249219,294,1249980,8383249,0,249472,41,0,0,77,15,0,0,2
44293GUADALUPE_N,1483713,0,1113738,41383133,24,0,3,0,1483686,48,2,0,0,2
44293PARAGSHA_NVA,183212,390,920225,8959518,0,183593,3,6,0,5,5,1,32,2
44293PIURA2_N,3610548,0,2710806,104473730,24,0,87,0,3610437,162,50,0,0,2
44293ICA,161104,71,807835,12431681,0,161153,20,2,0,18,18,0,0,2
44293CARAPONGO,684757,0,514022,32107595,24,0,8,0,684725,5,5,1,114,2
44293CHIMBOTENVA_N,674305,0,506760,18492708,24,0,24,0,674257,14,4,0,0,2
44293INDEPE_N,1211888,1,909678,83482047,0,0,31,9,1211849,22,20,2,150,1
44293PARAMONGA_N,2473130,0,1856514,70251909,24,0,21,0,2473085,26,18,0,0,2
44293TRUJILLO_N,3077200,5,2310440,102497120,24,0,6,15,3077160,14,2,4,62,1
44293SOCABAYA_REP_N,1443143,0,1083222,51799807,24,0,11,1,1443107,20,4,0,0,2
44294MANTARO_N,4146640,0,3110820,131987633,24,0,3,0,4146613,6,4,0,0,2
44294CHILCA1,210514,29,1052800,6979918,0,210540,3,0,0,6,6,0,0,2
44294SOCABAYA_N,1976063,0,1483068,62646404,24,0,3,0,1976036,2,2,1,22,2
44294TRUJILLNUEV,138616,1435,710205,11657647,0,140039,12,0,0,6,6,0,0,2
44294LANINA_N,2670296,0,2004494,79242134,24,0,8,0,2670264,7,7,0,0,2
44294YARABAMBA,4146128,0,3110790,211827254,24,0,3,0,4146101,2,1,0,0,2
44294MARCONA,5774964,0,4332310,211613507,24,0,4,0,5774936,5,1,0,0,2
44294HUANUCO_N,1438602,0,1080096,39153956,24,0,3,0,1438575,3,1,6,586,1
44294PIURA2_N,3807915,3,2860100,112588209,24,0,176,0,3807718,70,28,0,0,2
44294ICA,157976,75,792750,12551821,0,158023,28,0,0,32,8,0,0,2
44294CARAPONGO,679521,0,510114,32056451,24,0,8,1,679488,5,5,1,122,2
44294CHIMBOTENVA_N,675100,0,507260,18527952,24,0,17,0,675059,18,9,0,0,2
44294INDEPE_N,1276498,2,957968,88919125,0,0,31,6,1276463,12,11,3,219,1
44294PARAMONGA_N,2535562,0,1903750,72223038,24,0,55,0,2535483,21,7,0,0,2
44294COTARUSE_N,1592023,0,1194768,52243615,24,0,3,0,1591996,50,28,0,0,2
44295VENTANILLA,195571,359,981845,6849287,0,195927,3,0,0,4,1,0,0,2
44295TRUJILLNUEV,141988,1350,725360,11473437,0,143329,9,0,0,6,6,0,0,2
44295LANINA_N,2627526,0,1972546,78070665,24,0,10,0,2627492,2,2,0,0,2
44295MARCONA,5663450,0,4248816,209893553,24,0,12,0,5663414,5,3,0,0,2
44295PARAGSHA_NVA,180096,462,905360,8865459,0,180540,6,12,0,11,11,1,7,2
44295PIURA2_N,3689019,0,2769554,108165582,24,0,77,0,3688918,87,20,0,0,2
44295ICA,165342,85,828535,11388152,0,165392,35,0,0,19,9,0,0,2
44295CARAPONGO,693230,1,520392,33303094,24,0,8,1,693198,3,3,5,389,2
44295CHIMBOTENVA_N,671862,0,504894,18423729,24,0,21,0,671817,12,6,0,0,2
44295INDEPE_N,1220055,0,915772,83950383,0,0,15,19,1220021,34,30,0,0,2
44295PARAMONGA_N,2480449,0,1862472,70258858,24,0,51,0,2480374,17,7,0,0,2
44295CHICLAYO_N,1743447,0,1308648,61388108,24,0,3,0,1743420,30,17,0,0,2
44295POROMA,746965,0,561578,20718409,24,0,3,2,746936,12,8,0,0,2
44295SOCABAYA_REP_N,1416531,1,1063222,52104069,24,0,3,4,1416501,70,13,0,0,2
44296CHILCA1,210384,33,1052180,6994439,0,210414,3,0,0,13,4,0,0,2
44296VENTANILLA,198985,317,998495,6564675,0,199291,11,0,0,13,1,0,0,2
44296LANINA_N,2588601,0,1943166,76691031,23,0,4,0,2588574,2,2,1,8748,2
44296MARCONA,5604209,0,4204352,208955818,24,0,11,0,5604174,5,7,0,0,2
44296PARAGSHA_NVA,181793,399,913405,8974457,0,182178,14,0,0,8,7,2,80,2
44296HUANUCO_N,1380056,1,1036238,37628675,24,0,6,0,1380027,6,2,2,328,1
44296PIURA2_N,3598386,7,2701950,104872048,24,0,109,0,3598260,19,20,0,0,2
44296ICA,161963,128,811890,11516618,0,162069,22,0,0,21,21,0,0,2
44296INDEPE_N,1251537,3,939526,89467213,0,0,47,8,1251485,39,36,0,0,2
44296PARAMONGA_N,2472820,0,1856552,69810245,24,0,41,0,2472755,19,11,0,0,2
44297VENTANILLA,199228,359,1000365,6560919,0,199553,34,0,0,14,1,0,0,2
44297SOCABAYA_N,1993884,2,1496480,63205888,24,0,7,0,1993855,4,4,0,0,2
44297YARABAMBA,4170734,0,3129248,213539480,24,0,5,0,4170705,1,1,0,0,2
44297MARCONA,5743408,1,4308782,211357266,24,0,14,0,5743371,0,5,0,0,2
44297PARAGSHA_NVA,185473,337,931140,9096557,0,185793,13,4,0,6,6,3,54,2
44297HUANUCO_N,1422759,0,1068444,38753014,24,0,11,1,1422723,3,1,1,28,1
44297PIURA2_N,3417124,1,2564928,98377023,24,0,28,0,3417073,32,30,0,0,2
44297ICA,148506,94,744900,13910060,0,148576,24,0,0,15,15,0,0,2
44297CHIMBOTENVA_N,692368,0,520122,19061555,24,0,9,0,692335,4,4,0,0,2
44297INDEPE_N,1452744,0,1090230,116581804,0,0,42,0,1452702,12,11,0,0,2
44297ABANCAY,1738599,0,1305264,48243957,24,0,3,0,1738572,2,2,0,0,2
44297PARAMONGA_N,2542716,0,1909012,72083088,24,0,43,0,2542649,14,6,0,0,2
44297POROMA,777444,0,584364,21675414,24,0,3,0,777417,24,16,0,0,2
44298CHILCA1,209955,26,1050170,7033482,0,209972,9,0,0,3,1,0,0,2
44298TRUJILLNUEV,132260,1492,679540,12991317,0,133749,3,0,0,2,2,0,0,2
44298LANINA_N,2774417,0,2082534,82989050,24,0,3,0,2774390,4,4,0,0,2
44298YARABAMBA,4146039,0,3110686,214966493,24,0,4,0,4146011,4,3,0,0,2
44298MARCONA,5749223,0,4313096,211864890,24,0,8,0,5749191,1,3,0,0,2
44298CARABAYLLO,269830,295,1352200,6614860,0,270121,4,0,0,36,1,0,0,2
44298PARAGSHA_NVA,179621,354,901950,8816014,0,179959,10,6,0,3,3,2,44,2
44298PIURA2_N,3835216,0,2878506,112835974,24,0,36,0,3835156,106,43,0,0,2
44298TINGOM_ETS_N,351437,0,264626,25145151,24,0,5,0,351408,3,1,0,0,2
44298ICA,158229,94,793690,12217695,0,158305,18,0,0,18,18,1,366,2
44298CARAPONGO,626035,0,470006,25518105,24,0,6,2,626003,6,3,1,118,2
44298CHIMBOTENVA_N,704459,0,529200,19369282,24,0,9,0,704426,7,3,0,0,2
44298INDEPE_N,1415036,0,1061532,111397415,0,0,15,0,1415021,31,20,0,0,2
44298PARAMONGA_N,2682815,0,2013974,76388421,24,0,35,0,2682756,39,9,0,0,2
44298TRUJILLO_N,2731735,0,2050498,101387578,24,0,4,0,2731707,51,32,2,114,1
44299HUANCAVEL_N,2066988,0,1551212,57125049,24,0,5,0,2066959,1,2,1,17,2
44299PARAGSHA_NVA,186518,417,937070,9090973,0,186925,6,4,0,3,2,4,58,2
44299PIURA2_N,3497782,0,2626526,101204717,24,0,116,0,3497642,119,21,1,17,2
44299ICA,159151,97,798175,11972537,0,159223,23,2,0,18,9,1,38,2
44299CARAPONGO,660889,0,496238,31779899,24,0,9,5,660851,2,2,2,135,2
44299CHIMBOTENVA_N,701487,0,526978,19288647,24,0,10,0,701453,10,6,1,17,2
44299INDEPE_N,1393216,0,1045462,110118977,0,0,34,0,1393182,52,15,1,17,1
44299PARAMONGA_N,2566540,0,1927414,72974035,24,0,82,0,2566434,37,10,1,17,1
44299TRUJILLO_N,2742377,0,2059412,93283341,24,0,55,4,2742294,27,17,6,179,1
44300CHILCA1,208765,31,1044150,7211688,0,208791,3,2,0,11,2,0,0,2
44300TRUJILLNUEV,140170,1444,717570,11766744,0,141609,3,2,0,5,2,0,0,2
44300HUANCAVEL_N,2213336,0,1661042,61715597,24,0,7,1,2213304,0,2,1,4,2
44300JULIACA_N,164354,0,124126,6300229,24,0,3,1,164326,4,1,0,0,2
44300CARABAYLLO,251826,352,1266845,7936119,0,252121,55,2,0,71,4,0,0,2
44300INDEPE_N,1429908,0,1073354,114299096,0,0,55,1,1429852,53,23,1,38,1
44300CHAVARRIA_N,958014,0,720074,27051204,23,0,12,6,957973,13,8,4,24,2
44300CHICLAYO_N,1821261,0,1366966,64814138,24,0,3,1,1821233,15,2,0,0,2
44300TRUJILLO_N,3001476,0,2254056,103106855,24,0,31,14,3001407,10,4,0,0,2
44301HUACHO,114463,186,574410,6712906,0,114646,3,0,0,45,1,0,0,2
44301SANNICOLAS,71809,27962,499575,1714633,0,99768,3,0,0,4,4,4,46,1
44301QUENCORO_N,2026737,0,1521858,56575139,24,0,9,0,2026704,32,4,1,4,2
44301HUANCAVEL_N,2232461,1,1675308,62481280,24,0,5,1,2232432,0,2,0,0,2
44301PIURA2_N,3944616,0,2960640,116876488,24,0,21,0,3944571,17,2,0,0,2
44301INDEPE_N,1433570,0,1076166,111909267,0,0,58,2,1433510,34,18,0,0,2
44301CHAVARRIA_N,979743,8,737404,27682779,24,0,42,11,979674,21,7,2,15,2
44301PARAMONGA_N,2421696,0,1818324,68594137,24,0,45,0,2421627,49,2,0,0,2
44301TRUJILLO_N,2961814,0,2223328,98714666,24,0,13,0,2961777,20,7,31,2068,2
44301MONTALVO,364374,0,274044,10039481,24,0,3,0,364347,7,7,2,4,1
44302HUACHO,114349,320,576050,6663289,0,114572,97,0,0,39,2,3,236,1
44302SANNICOLAS,70234,27171,489855,1675352,0,97392,4,9,0,9,9,7,89,1
44302YARABAMBA,4028188,0,3022360,204411814,25,0,3,0,4028160,8,3,0,0,2
44302HUANCAVEL_N,2139191,0,1605350,59405165,24,0,5,0,2139162,0,1,0,0,2
44302JULIACA_N,157285,2,118972,6375289,24,0,7,5,157251,8,8,0,0,2
44302PARAGSHA_NVA,182944,394,918985,8984250,0,183330,4,4,0,6,1,1,28,2
44302PIURA2_N,3816603,0,2864532,111823838,24,0,21,0,3816558,21,2,0,0,2
44302INDEPE_N,1427823,2,1071942,113089346,0,0,77,0,1427748,31,15,0,0,2
44302CHAVARRIA_N,954050,8,717938,26927885,24,0,52,14,953968,6,3,1,6,1
44302PARAMONGA_N,2389810,0,1795208,67791181,24,0,104,0,2389682,12,1,0,0,2
44302TRUJILLO_N,2409859,4,1816144,79564971,23,0,23,111,2409706,5,1,14,792,1
44302MONTALVO,361299,9,271918,9914736,24,0,17,2,361265,8,8,0,0,2
44302SOCABAYA_REP_N,1493176,0,1120628,53484434,24,0,3,2,1493147,11,2,0,0,2
44303SANNICOLAS,71000,27203,493135,1680183,0,98180,5,18,0,8,8,7,86,1
44303HUANCAVEL_N,1939436,1,1455594,53440536,24,0,7,0,1939406,1,3,0,0,2
44303CARABAYLLO,248142,396,1245595,8202626,0,248499,39,0,0,37,1,0,0,2
44303GUADALUPE_N,1504487,0,1129446,41763012,24,0,15,0,1504448,48,2,0,0,2
44303PARAGSHA_NVA,183148,368,919800,9007919,0,183503,9,4,0,19,3,8,204,2
44303PIURA2_N,3668469,0,2753646,106564400,24,0,27,0,3668418,34,4,0,0,2
44303TALARA N,202427,0,152796,5508068,24,0,3,0,202400,6,6,0,0,2
44303CHIMBOTENVA_N,674252,0,506632,18506213,24,0,10,0,674218,7,1,0,0,2
44303INDEPE_N,1319745,2,990468,104568911,0,0,47,0,1319700,19,11,0,0,2
44303LA_BREA,721100,0,541638,20801790,24,0,6,0,721070,29,1,0,0,2
44303CHAVARRIA_N,971347,1,729822,27421931,24,0,10,0,971314,10,4,1,6,2
44303COMBAPATA_N,4064827,0,3049794,132985577,24,0,3,0,4064800,22,2,1,58,2
44303TRUJILLO_N,2189220,1,1646024,63177553,24,0,10,44,2189143,8,4,0,0,2
44304TOCACHE_N,827479,0,622212,22616758,24,0,3,0,827452,2,2,0,0,2
44304HUACHO,112518,183,564705,6931369,0,112686,15,0,0,34,6,4,31,2
44304TRUJILLNUEV,144712,1352,738830,11382604,0,146061,3,0,0,2,2,0,0,2
44304GUADALUPE_N,1460739,0,1098078,40586774,24,0,99,0,1460616,51,2,0,0,2
44304PIURA2_N,3519562,0,2642288,101675583,24,0,44,0,3519494,16,1,0,0,2
44304PLANICIE,204054,286,1023270,6664781,0,204337,3,0,0,37,2,1,25,1
44304ICA,158332,80,792395,13577605,0,158404,8,0,0,6,1,0,0,2
44304INDEPE_N,1446253,0,1085068,114698563,0,0,22,0,1446231,6,3,2,172,1
44304CHAVARRIA_N,973064,3,731330,27559504,24,0,25,1,973017,11,2,0,0,2
44304PARAMONGA_N,2527446,0,1897374,71666657,24,0,27,0,2527395,35,3,0,0,2
44304TRUJILLO_N,2819717,0,2116538,89846357,24,0,11,0,2819682,37,21,0,0,2
44305CHILCA1,208463,30,1042705,7283621,0,208488,5,0,0,4,2,0,0,2
44305HUACHO,112027,270,563980,6874888,0,112209,80,8,0,25,1,0,0,2
44305AUCAYACU_N,489488,2,367826,18720117,24,0,7,0,489459,30,20,0,0,2
44305HUANCAVEL_N,2306202,0,1730598,63793266,24,0,3,0,2306175,0,2,0,0,2
44305JULIACA_N,170210,0,128482,6321048,24,0,4,0,170182,2,2,0,0,2
44305MARCONA,5590547,0,4194112,210309456,24,0,10,0,5590513,2,1,0,0,2
44305CARABAYLLO,248654,345,1248555,8358636,0,248951,48,0,0,36,4,0,0,2
44305PIURA2_N,3954287,0,2968006,115862115,24,0,22,0,3954241,30,3,0,0,2
44305ICA,163311,97,819605,12456564,0,163399,9,0,0,15,3,0,0,2
44305INDEPE_N,1354368,2,1016072,104912402,0,0,9,5,1354356,21,9,0,0,2
44305LA_BREA,864764,0,649326,25625448,24,0,3,0,864737,18,3,1,12,2
44305REQUE,1660507,0,1246292,51780898,24,0,5,0,1660478,4,1,0,0,2
44306HUACHO,112905,243,567815,6856786,0,113080,68,0,0,41,2,2,10,1
44306TRUJILLNUEV,141473,2359,736800,11791016,0,143770,18,44,0,8,1,1,22,2
44306LANINA_N,2648745,0,1988298,78832470,24,0,6,0,2648715,18,1,1,1206,2
44306HUANCAVEL_N,2096392,0,1573280,57939037,24,0,5,0,2096363,0,2,1,1174,2
44306PIURA2_N,3734926,0,2803588,109175600,24,0,40,0,3734862,26,23,2,1204,2
44306ZORRITOS_N,941117,0,707828,26144321,24,0,8,0,941085,24,3,2,957,1
44306TALARA N,198802,0,150436,5414842,24,0,19,0,198759,8,2,4,1368,2
44306CARAPONGO,675731,0,507380,33195666,24,0,10,7,675690,7,1,2,1152,2
44306INDEPE_N,1369409,0,1027452,108949938,0,0,24,0,1369385,28,18,2,1225,1
44306TRUJILLO_N,2991189,2,2245114,96809372,24,0,18,0,2991149,8,3,2,1186,1
44307TRUJILLNUEV,143028,2659,739620,11378770,0,145666,19,2,0,3,1,0,0,2
44307HUANCAVEL_N,2070238,0,1553766,57171080,24,0,5,4,2070205,0,1,0,0,2
44307CARABAYLLO,246540,347,1237755,8465970,0,246839,46,2,0,77,7,0,0,2
44307PIURA2_N,3641580,1,2733682,107026001,24,0,35,5,3641517,19,1,1,2,1
44307INDEPE_N,1368578,0,1027042,108925132,0,0,31,6,1368541,12,6,0,0,2
44307CHICLAYO_N,1532185,2,1150504,52852556,24,0,15,9,1532139,8,2,1,7,1
44307TRUJILLO_N,2872111,0,2156162,90703538,24,0,11,6,2872070,9,4,7,212,1
44308OLLEROS,232113,993,1170505,2652479,0,233096,8,2,0,13,7,2,36,1
44308HUANCAVEL_N,2101245,0,1576930,58149300,24,0,4,0,2101217,0,1,0,0,2
44308PIURA2_N,3933283,0,2952110,115918783,24,0,25,1,3933233,34,9,0,0,2
44308ZORRITOS_N,952575,0,716684,26556840,24,0,11,3,952537,37,4,6,95,1
44308TALARA N,201632,0,152328,5491967,24,0,3,0,201605,11,8,0,0,2
44308INDEPE_N,1395598,0,1046958,110709708,0,0,15,0,1395583,8,5,0,0,2
44308CHICLAYO_N,1552716,0,1165912,53861220,24,0,19,3,1552670,8,2,3,123,1
44309SANTUARIO,138099,0,721080,8382449,1440,136632,3,24,0,7,5,2,4,1
44309AUCAYACU_N,504121,0,378786,18866499,24,0,3,0,504094,14,12,0,0,2
44309HUANCAVEL_N,1811932,0,1359910,50158068,24,0,4,0,1811904,0,1,0,0,2
44309PIURA2_N,3855168,0,2893714,112609629,24,0,43,0,3855101,27,35,0,0,2
44309ZORRITOS_N,1118588,0,842592,31519367,24,0,40,20,1118504,15,4,4,82,1
44309TALARA N,188793,0,143068,5147471,24,0,25,0,188744,9,2,0,0,2
44309INDEPE_N,1275303,0,956672,101431873,0,0,11,0,1275292,21,11,0,0,2
44309PARAMONGA_N,2461075,4,1847412,69557276,24,0,21,0,2461034,12,1,0,0,2
44309TRUJILLO_N,2878530,5,2161122,98166610,24,0,20,0,2878491,18,5,0,0,2
44310CVERDE,142447,7,712345,5193118,0,142451,3,0,0,7,3,0,0,2
44310POMACO,216542,71,1083450,8361339,0,216605,3,5,0,27,5,1,54,1
44310CHILCA1,208850,37,1044675,7120743,0,208882,5,0,0,80,19,0,0,2
44310HUANCAVEL_N,2041267,0,1531900,56641787,24,0,4,0,2041239,0,2,0,0,2
44310CARABAYLLO,251968,300,1263595,8146863,0,252233,35,0,0,33,1,0,0,2
44310PIURA2_N,3719328,3,2792270,108077633,24,0,68,0,3719239,56,9,0,0,2
44310DESIERTO,147352,150,737570,4716398,0,147499,3,0,0,6,1,0,0,2
44310SANJUAN_N,891892,0,670420,24917070,24,0,4,0,891864,9,5,0,0,2
44310CARAPONGO,656194,0,492628,32176264,24,0,8,2,656160,5,1,1,118,2
44310INDEPE_N,1374707,1,1031452,109015297,0,0,26,0,1374682,22,10,0,0,2
44310AGUAYTIA_N,156495,0,118282,30108553,24,0,7,0,156464,2,1,0,0,2
44310ORCOTUNA,1243806,0,933324,48527331,24,0,3,0,1243779,7,2,0,0,2
44311TOCACHE_N,822115,3,618378,22700894,24,0,9,0,822085,29,7,7,26133,2
44311ZAPALLAL,236699,646,1186860,2489737,0,237342,3,0,0,11,1,1,80,1
44311CHILCA1,212816,39,1071855,6432063,0,212724,131,0,0,15,3,0,0,2
44311VENTANILLA,196874,284,987465,6975685,0,197155,3,0,0,3,1,1,4,1
44311TRUJILLNUEV,146775,2740,756985,11127858,0,149510,5,0,0,4,1,0,0,2
44311AUCAYACU_N,528677,0,397194,19130147,24,0,3,0,528650,2,2,0,0,2
44311MARCONA,5347559,0,4011814,192271526,24,0,7,0,5347528,11,11,0,0,2
44311CARABAYLLO,241381,347,1212520,8844069,0,241668,60,0,0,61,6,0,0,2
44311GUADALUPE_N,1493282,0,1121298,41509376,24,0,15,0,1493243,52,3,0,0,2
44311PARAGSHA_NVA,181759,423,913380,8834449,0,182175,5,2,0,12,2,4,146,2
44311PIURA2_N,3966148,0,2977200,116896752,24,0,63,0,3966061,32,4,0,0,2
44311TINGOM_ETS_N,344328,0,259304,24488373,24,0,5,0,344299,1,1,0,0,2
44311SANJUAN_N,850918,0,639906,23874927,24,0,12,0,850882,12,2,0,0,2
44311INDEPE_N,1397772,0,1048762,109541387,0,0,25,0,1397747,4,1,0,0,2
44311ABANCAY,1719003,0,1290360,47648034,24,0,3,0,1718976,6,4,0,0,2
44311PARAMONGA_N,1481613,0,1113016,41020783,24,0,31,0,1481558,27,1,0,0,2
44311TRUJILLO_N,2947340,0,2212422,94377397,24,0,9,0,2947307,10,2,4,183,1
44311ORCOTUNA,1245188,2,934510,47579107,24,0,13,0,1245153,4,1,0,0,2
44312CHILCA1,209993,37,1050900,6911836,0,210006,24,0,0,11,4,0,0,2
44312TRUJILLNUEV,136403,3061,708280,13111404,0,139457,7,0,0,4,2,0,0,2
44312CARABAYLLO,260192,274,1311770,7566092,0,260386,80,0,0,34,1,0,0,2
44312PIURA2_N,4421170,0,3318112,132652609,24,0,40,0,4421106,15,1,0,0,2
44312INDEPE_N,1473257,0,1105084,116362751,0,0,7,0,1473250,22,12,0,0,2
44313TOCACHE_N,864056,1,649382,23710107,24,0,5,0,864028,3,2,0,0,2
44313AYAVIRI,41437,0,207245,4604482,0,41434,3,0,0,6,1,1,3904,1
44313CHILCA1,208473,42,1043715,7139453,0,208499,16,0,0,6,3,0,0,2
44313HUACHO,116068,174,582345,6597459,0,116239,3,0,0,4,1,20,5612,2
44313TRUJILLNUEV,142483,3004,737040,11843207,0,145480,7,0,0,8,3,1,154,2
44313HUANCAVEL_N,2224169,0,1669050,61728633,24,0,3,0,2224142,3,5,0,0,2
44313CARABAYLLO,253986,315,1275135,7964995,0,254244,57,0,0,44,1,0,0,2
44313PIURA2_N,4190030,0,3144650,124364048,24,0,20,0,4189986,13,2,0,0,2
44313ICA,152244,130,764580,12714948,0,152352,22,0,0,48,1,0,0,2
44313TALARA N,195760,0,147898,5333318,24,0,7,0,195729,8,2,0,0,2
44313CHIMBOTENVA_N,700251,0,526262,19334673,24,0,20,0,700207,23,1,0,0,2
44313INDEPE_N,1438967,0,1079674,113589411,0,0,25,0,1438942,40,19,0,0,2
44313TRUJILLO_N,3039862,0,2281714,101597805,24,0,10,0,3039828,7,4,0,0,2
44314POMACO,212940,52,1065275,9077430,0,212989,3,0,0,8,2,2,39919,2
44314SANROS_N,1576953,0,1183674,45719349,24,0,3,0,1576926,6,1,0,0,2
44314REPARTICION,74991,323,434748,5369060,2760,72235,5,314,0,4,3,1,8,1
44314PACHACHACA,152764,51,764385,2720033,0,152808,3,4,0,14,1,8,41411,2
44314CHILCA1,208799,29,1045150,7140432,0,208819,9,0,0,20,7,0,0,2
44314HUANCAVEL_N,2429935,0,1823494,68172450,24,0,10,0,2429901,4,3,0,0,2
