id_rtufecha,scans_good,scans_bad,bytes_transmited,bytes_recived,scan_type_periodic,scan_type_idle,scan_type_command,scan_type_init,scan_type_spont,enviados,fallidos,alarmas,duracion_int,tipo_evento
44285AUCAYACU_N,506710,0,380694,18859995,24,0,3,0,506683,1,1,1,8,1
44285MARCONA,5580542,2,4187874,204214948,24,0,105,0,5580415,4,4,0,0,2
44285PARAGSHA_NVA,182999,419,919510,8980745,0,183414,4,0,0,4,4,1,8,2
44285PIURA2_N,3309618,0,2484280,95225851,24,0,34,0,3309560,15,10,0,0,2
44285ICA,157874,95,791575,12217582,0,157933,36,0,0,29,19,2,146,2
44285CARAPONGO,663787,0,498324,27655346,24,0,8,1,663754,7,7,0,0,2
44285CHIMBOTENVA_N,630892,0,474038,17254183,24,0,11,0,630857,6,2,0,0,2
44285INDEPE_N,1162437,0,872412,79781527,0,0,36,0,1162401,30,28,0,0,2
44285PARAMONGA_N,1809977,0,1359276,51155084,24,0,27,0,1809926,16,5,0,0,2
44286TOQUEPALA,14341,2939,122100,543567,0,17250,3,27,0,4,4,3,754,1
44286MOQUEGUA,57357,1135,309635,871130,0,58489,3,0,0,7,7,0,0,2
44286HUACHO,119385,184,599145,6307998,0,119549,20,0,0,2,1,0,0,2
44286SURIRAY,1189359,0,892842,33547179,24,0,3,0,1189332,6,2,0,0,2
44286TRUJILLNUEV,148579,1382,758620,10631177,0,149956,5,0,0,3,3,2,4330,2
44286PIURA2_N,3230799,0,2424768,92985663,24,0,18,0,3230757,21,14,0,0,2
44286ICA,164079,87,824860,11566353,0,164122,40,4,0,23,18,0,0,2
44286CARAPONGO,707281,0,530974,31968567,24,0,10,0,707247,6,6,0,0,2
44286CHIMBOTENVA_N,655645,0,492552,17963836,24,0,9,0,655612,37,20,2,214,2
44286INDEPE_N,1110927,0,833718,76976530,0,0,33,0,1110894,30,28,0,0,2
44286PARAMONGA_N,2345242,0,1760744,67125372,24,0,35,0,2345183,13,6,0,0,2
44287CVERDE,139983,4,700000,5855446,0,139984,3,0,0,7,2,1,772,2
44287TRUJILLNUEV,142232,1702,729320,10362672,0,143566,19,349,0,17,4,1,198,2
44287LANINA_N,2528546,0,1898358,74566595,24,0,3,3,2528516,29,5,0,0,2
44287MARCONA,5723364,0,4293618,210750475,24,0,3,0,5723337,1,1,0,0,2
44287CARABAYLLO,226313,337,1145540,8815767,0,226590,47,13,0,24,5,0,0,2
44287PIURA2_N,3283513,0,2464524,94704866,24,0,24,0,3283465,7,3,0,0,2
44287ICA,165025,91,826580,12214563,0,165090,26,0,0,24,16,0,0,2
44287CARAPONGO,696555,0,522942,32283257,24,0,9,0,696522,2,2,1,115,2
44287CHIMBOTENVA_N,622250,2,468082,17050815,24,0,41,5,622182,19,10,0,0,2
44287INDEPE_N,1154179,0,866166,78856988,0,0,33,0,1154146,24,23,0,0,2
44287PARAMONGA_N,2389385,0,1793786,68610200,24,0,29,0,2389332,9,5,0,0,2
