Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32,Column33,Column34,Column35,Column36,Column37,Column38,Column39,Column40,Column41,Column42,Column43,Column44,Column45,Column46,Column47,Column48,Column49,Column50,Column51,Column52,Column53,Column54,Column55,Column56,Column57,Column58,Column59,Column60,Column61,Column62,Column63,Column64,Column65,Column66,Column67,Column68,Column69,Column70,Column71,Column72,Column73,Column74,Column75,Column76,Column77,Column78,Column79,Column80,Column81,Column82,Column83,Column84,Column85,Column86,Column87,Column88,Column89,Column90,Column91,Column92,Column93,Column94,Column95,Column96
01/16/21,16:35:26,rep1sca01,osi_alarm_check[2750]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:RTN,,,,01/16/21,16:35:26,,,03011F85,AZANGARO,22.9,,,,,,,,,,,,,,,,,,,,,B1,TENSION,,,,,,,,,,,,,,,,,,,,,,,LIMITE,INFERIOR,1,EXCEDIDO,,,,,,,,,,,,,,,,,,,,22.5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,16:35:27,rep1sca01,scada_alarm[2783]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:CLASS,,01/16/21,16:35:27,,,03058A20,DESIERTO,22.9,,,,,,,,,,,,,,,,,,,,,BARRA_A,TENSION,V-TR,,,,,,,,,,,,,RETORNO,A,NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.5,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,16:35:28,rep1sca01,alrm_server[2680]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-DEL:CLASS,,01/16/21,16:35:28,,,,,,,,,,,,FEP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIMBOTE_N_CHANNEL_GROUP,36,,,,,,Channel,Group,Failed,,,,,,,,,,,,,,,,,,,,,FAILED,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,16:35:29,rep1sca01,alrm_server[2680]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-DEL:CLASS,,01/16/21,16:35:29,,,,,,,,,,,,FEP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIMBOTE1_N,,,,,,,,,,,,,,,,,,,,,,RTU,reported,reset,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,16:35:29,rep1sca01,alrm_server[2680]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-DEL:CLASS,,01/16/21,16:35:29,,,,,,,,,,,,FEP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIMBOTE1_N,,,,,,,,,,,,,,,,,,,,,,Interrogation,Group,0:,6,points,did,not,update,IEC104,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,16:35:30,rep1sca01,scada_alarm[2783]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:CLASS,,01/16/21,16:35:30,,,01054455,CHIMBOTE,138,,,,,,,,,,,,,,,,,,,,,,L-1111,P1,52,FLL,CTO,1,DISP,,,,,,RETORNO,A,NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,INACTIVO,,,,,,,2,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,16:35:30,rep1sca01,scada_alarm[2783]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:CLASS,,01/16/21,16:35:30,,,01054707,CHIMBOTE,138,,,,,,,,,,,,,,,,,,,,,,L-1116,52,FLL,CTO,1,DISP,,,,,,,,,RETORNO,A,NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,INACTIVO,,,,,,,2,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,16:35:30,rep1sca01,scada_alarm[2783]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:CLASS,,01/16/21,16:35:30,,,01054523,CHIMBOTE,220,,,,,,,,,,,,,,,,,,,,,,L-2215,85,FLL,COMUN,OP,209,,,,,,,RETORNO,A,NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,INACTIVO,,,,,,,3,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,16:35:30,rep1sca01,scada_alarm[2783]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:CLASS,,01/16/21,16:35:30,,,01054526,CHIMBOTE,220,,,,,,,,,,,,,,,,,,,,,,L-2215,85,FLL,TELEPROTEC,NSD50,,,RETORNO,A,NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,INACTIVO,,,,,,,3,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,16:35:30,rep1sca01,scada_alarm[2783]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:CLASS,,01/16/21,16:35:30,,,01054614,CHIMBOTE,220,,,,,,,,,,,,,,,,,,,,,,L-2216,52,FLL,MECANICA,,,,,,,,,,,RETORNO,A,NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,INACTIVO,,,,,,,3,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,16:35:30,rep1sca01,scada_alarm[2783]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:CLASS,,01/16/21,16:35:30,,,01054635,CHIMBOTE,220,,,,,,,,,,,,,,,,,,,,,,Mod2ACP,52,ENCLAV,INTER,,,,,,,,,,RETORNO,A,NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,INACTIVO,,,,,,,3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,16:35:30,rep1sca01,scada_alarm[2783]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:CLASS,,01/16/21,16:35:30,,,01054764,CHIMBOTE,220,,,,,,,,,,,,,,,,,,,,,,L-2233,ERROR,SINC,RELOJ,,,,,,,,,,RETORNO,A,NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,INACTIVO,,,,,,,3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,16:35:30,rep1sca01,scada_alarm[2783]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:CLASS,,01/16/21,16:35:30,,,01054695,CHIMBOTE,SSAA,,,,,,,,,,,,,,,,,,,,,UAD,FLL,COM,BAHIA,,,,,,,,,,,,,,,,RETORNO,A,NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,INACTIVO,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,16:35:30,rep1sca01,scada_alarm[2783]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:CLASS,,01/16/21,16:35:30,,,03054067,CHIMBOTE,138,,,,,,,,,,,,,,,,,,,,,,L-1116,POT,ACTIVA,,,,,,,,,,,,,,,,RETORNO,DE,MEDIDA,CONGELADA,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,16:35:30,rep1sca01,scada_alarm[2783]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:CLASS,,01/16/21,16:35:30,,,03054068,CHIMBOTE,138,,,,,,,,,,,,,,,,,,,,,,L-1116,POT,REACTIVA,,,,,,,,,,,,,,RETORNO,DE,MEDIDA,CONGELADA,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,2,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,16:35:30,rep1sca01,scada_alarm[2783]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:CLASS,,01/16/21,16:35:30,,,03054069,CHIMBOTE,138,,,,,,,,,,,,,,,,,,,,,,L-1116,CORRIENTE,,,,,,,,,,,,,,,,,RETORNO,DE,MEDIDA,CONGELADA,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,16:35:30,rep1sca01,scada_alarm[2783]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:CLASS,,01/16/21,16:35:30,,,03054011,CHIMBOTE,220,,,,,,,,,,,,,,,,,,,,,,L-2215,TENSION,,,,,,,,,,,,,,,,,,,RETORNO,DE,MEDIDA,CONGELADA,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,4,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,16:35:30,rep1sca01,scada_alarm[2783]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:CLASS,,01/16/21,16:35:30,,,03054016,CHIMBOTE,220,,,,,,,,,,,,,,,,,,,,,,L-2215,TENSION,,,,,,,,,,,,,,,,,,,RETORNO,DE,MEDIDA,CONGELADA,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,4,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,16:35:30,rep1sca01,scada_alarm[2783]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:CLASS,,01/16/21,16:35:30,,,03054020,CHIMBOTE,220,,,,,,,,,,,,,,,,,,,,,,L-2232,CORRIENTE,,,,,,,,,,,,,,,,,RETORNO,DE,MEDIDA,CONGELADA,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,16:35:30,rep1sca01,scada_alarm[2783]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:CLASS,,01/16/21,16:35:30,,,03054021,CHIMBOTE,220,,,,,,,,,,,,,,,,,,,,,,L-2232,TENSION,,,,,,,,,,,,,,,,,,,RETORNO,DE,MEDIDA,CONGELADA,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,4,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,16:35:30,rep1sca01,scada_alarm[2783]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:CLASS,,01/16/21,16:35:30,,,03054022,CHIMBOTE,220,,,,,,,,,,,,,,,,,,,,,,L-2232,POT,ACTIVA,,,,,,,,,,,,,,,,RETORNO,DE,MEDIDA,CONGELADA,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,16:35:30,rep1sca01,scada_alarm[2783]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:CLASS,,01/16/21,16:35:30,,,03054023,CHIMBOTE,220,,,,,,,,,,,,,,,,,,,,,,L-2232,POT,REACTIVA,,,,,,,,,,,,,,RETORNO,DE,MEDIDA,CONGELADA,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,2,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,16:35:30,rep1sca01,scada_alarm[2783]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:CLASS,,01/16/21,16:35:30,,,03054025,CHIMBOTE,220,,,,,,,,,,,,,,,,,,,,,,L-2232,CORRIENTE,,,,,,,,,,,,,,,,,RETORNO,DE,MEDIDA,CONGELADA,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,16:35:30,rep1sca01,scada_alarm[2783]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:CLASS,,01/16/21,16:35:30,,,03054026,CHIMBOTE,220,,,,,,,,,,,,,,,,,,,,,,L-2232,TENSION,,,,,,,,,,,,,,,,,,,RETORNO,DE,MEDIDA,CONGELADA,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,4,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,16:35:30,rep1sca01,scada_alarm[2783]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:CLASS,,01/16/21,16:35:30,,,03054027,CHIMBOTE,220,,,,,,,,,,,,,,,,,,,,,,L-2232,POT,ACTIVA,,,,,,,,,,,,,,,,RETORNO,DE,MEDIDA,CONGELADA,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,16:35:30,rep1sca01,scada_alarm[2783]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:CLASS,,01/16/21,16:35:30,,,03054028,CHIMBOTE,220,,,,,,,,,,,,,,,,,,,,,,L-2232,POT,REACTIVA,,,,,,,,,,,,,,RETORNO,DE,MEDIDA,CONGELADA,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,2,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,16:35:30,rep1sca01,scada_alarm[2783]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:CLASS,,01/16/21,16:35:30,,,03054030,CHIMBOTE,220,,,,,,,,,,,,,,,,,,,,,,L-2233,CORRIENTE,,,,,,,,,,,,,,,,,RETORNO,DE,MEDIDA,CONGELADA,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,16:35:30,rep1sca01,scada_alarm[2783]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:CLASS,,01/16/21,16:35:30,,,03054031,CHIMBOTE,220,,,,,,,,,,,,,,,,,,,,,,L-2233,TENSION,,,,,,,,,,,,,,,,,,,RETORNO,DE,MEDIDA,CONGELADA,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,4,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,16:35:30,rep1sca01,scada_alarm[2783]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:CLASS,,01/16/21,16:35:30,,,03054032,CHIMBOTE,220,,,,,,,,,,,,,,,,,,,,,,L-2233,POT,ACTIVA,,,,,,,,,,,,,,,,RETORNO,DE,MEDIDA,CONGELADA,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,16:35:30,rep1sca01,scada_alarm[2783]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:CLASS,,01/16/21,16:35:30,,,03054033,CHIMBOTE,220,,,,,,,,,,,,,,,,,,,,,,L-2233,POT,REACTIVA,,,,,,,,,,,,,,RETORNO,DE,MEDIDA,CONGELADA,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,2,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,16:35:30,rep1sca01,alrm_server[2680]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-DEL:CLASS,,01/16/21,16:35:30,,,,,,,,,,,,FEP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIMBOTE_N_CHANNEL_GROUP,36.CHIMBOTE2_1A,Communication,restored,,,,,,,,,,,,,,,,,,,ONLINE,,,,,,,,,,6,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,16:35:30,rep1sca01,alrm_server[2680]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-DEL:CLASS,,01/16/21,16:35:30,,,,,,,,,,,,FEP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIMBOTE_N_CHANNEL_GROUP,36,,,,,,Channel,Group,Online,,,,,,,,,,,,,,,,,,,,,ONLINE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,16:35:30,rep1sca01,alrm_server[2680]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-DEL:CLASS,,01/16/21,16:35:30,,,,,,,,,,,,FEP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIMBOTE1_N,,,,,,,,,,,,,,,,,,,,,,Interrogation,Group,0:,6,points,did,not,update,IEC104,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,16:35:31,rep1sca01,alrm_server[2680]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-DEL:CLASS,,01/16/21,16:35:31,,,,,,,,,,,,FEP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIMBOTE1_N,,,,,,,,,,,,,,,,,,,,,,Interrogation,Group,0:,6,points,did,not,update,IEC104,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,16:35:32,rep1sca01,osi_alarm_check[2750]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:RTN,,,,01/16/21,16:35:32,,,01054695,CHIMBOTE,SSAA,,,,,,,,,,,,,,,,,,,,,UAD,FLL,COM,BAHIA,,,,,,,,,,,,,,,,CAMBIO,DE,ESTADO,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVO,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,16:35:32,rep1sca01,osi_alarm_check[2750]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:RTN,,,,01/16/21,16:35:32,,,02054012,CHIMBOTE,220,,,,,,,,,,,,,,,,,,,,,,L-2232,ST-465,,,,,,,,,,,,,,,,,,,,CAMBIO,DE,ESTADO,,,,,,,,,,,,,,,,,,,,,,,,,,ABIERTO,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,16:35:35,rep1sca01,scada_alarm[2783]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:CLASS,,01/16/21,16:35:35,,,22050013,CHIMBOTE,220,,,,,,,,,,,,,,,,,,,,,,ALARM,CHIMBOTE_SSAA,,,,,,,,,,,,,,RETORNO,A,NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,OFF,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,16:35:36,rep1sca01,osi_alarm_check[2750]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:RTN,,,,01/16/21,16:35:36,,,22050013,CHIMBOTE,220,,,,,,,,,,,,,,,,,,,,,,ALARM,CHIMBOTE_SSAA,,,,,,,,,,,,,,CAMBIO,DE,ESTADO,,,,,,,,,,,,,,,,,,,,,,,,,,ON,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,16:35:38,rep1sca01,osi_alarm_check[2750]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:RTN,,,,01/16/21,16:35:38,,,01054591,CHIMBOTE,220,,,,,,,,,,,,,,,,,,,,,,L-2216,79,EN,SERVICIO,,,,,,,,,,,,CAMBIO,DE,ESTADO,,,,,,,,,,,,,,,,,,,,,,,,,,INACTIVO,,,,,,,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,16:35:40,rep1sca01,scada_alarm[2783]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:CLASS,,01/16/21,16:35:40,,,03062266,ZORRITOS,220,,,,,,,,,,,,,,,,,,,,,,L-2280,CORRIENTE,IT,,,,,,,,,,,,,,RETORNO,DE,MEDIDA,CONGELADA,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,4,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,16:35:42,rep1sca01,scada_alarm[2783]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:CLASS,,01/16/21,16:35:42,,,01054231,CHIMBOTE,138,,,,,,,,,,,,,,,,,,,,,,L-1103,P1,FLL,ALIM,RELE,,,,,,,,,,RETORNO,A,NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,INACTIVO,,,,,,,3,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,16:35:43,rep1sca01,scada_alarm[2783]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:CLASS,,01/16/21,16:35:43,,,01054267,CHIMBOTE,138,,,,,,,,,,,,,,,,,,,,,,L-1104,P1,FLL,ALIM,RELE,,,,,,,,,,RETORNO,A,NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,INACTIVO,,,,,,,3,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,16:35:44,rep1sca01,osi_alarm_check[2750]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:RTN,,,,01/16/21,16:35:44,,,01054267,CHIMBOTE,138,,,,,,,,,,,,,,,,,,,,,,L-1104,P1,FLL,ALIM,RELE,,,,,,,,,,CAMBIO,DE,ESTADO,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVO,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,16:35:44,rep1sca01,osi_alarm_check[2750]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:RTN,,,,01/16/21,16:35:44,,,01054231,CHIMBOTE,138,,,,,,,,,,,,,,,,,,,,,,L-1103,P1,FLL,ALIM,RELE,,,,,,,,,,CAMBIO,DE,ESTADO,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVO,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,16:35:44,rep1sca01,scada_alarm[2783]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:CLASS,,01/16/21,16:35:44,,,01054302,CHIMBOTE,138,,,,,,,,,,,,,,,,,,,,,,L-1105,P1,FLL,ALIM,RELE,,,,,,,,,,RETORNO,A,NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,INACTIVO,,,,,,,3,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
